Location.1,Values,Educational Attainment,Year
Lewis County,3.4%,Graduate or professional degree,2020
Lewis County,4.7%,Less than 9th grade,2020
Lewis County,44.3%,High school graduate (includes equivalency),2020
Lewis County,6.7%,Bachelor's degree,2020
Lewis County,"8,565",Population 25 years and over,2020
Lewis County,8.3%,Associate's degree,2020
Lewis County,83.2%,High school graduate or higher,2020
Lincoln County,10.8%,"9th to 12th grade, no diploma",2020
Lincoln County,11.7%,Bachelor's degree,2020
Lincoln County,17.3%,"Some college, no degree",2020
Lincoln County,"23,981",Population 25 years and over,2020
Lincoln County,4.3%,Less than 9th grade,2020
Lincoln County,41.5%,High school graduate (includes equivalency),2020
Lincoln County,6.9%,Associate's degree,2020
Lincoln County,7.5%,Graduate or professional degree,2020
Lincoln County,84.9%,High school graduate or higher,2020
Loudon County,17.9%,Bachelor's degree,2020
Loudon County,21.3%,"Some college, no degree",2020
Loudon County,30.6%,High school graduate (includes equivalency),2020
Loudon County,"39,118",Population 25 years and over,2020
Loudon County,4.9%,Less than 9th grade,2020
Loudon County,7.8%,Associate's degree,2020
Loudon County,8.1%,"9th to 12th grade, no diploma",2020
Loudon County,87.0%,High school graduate or higher,2020
Loudon County,9.4%,Graduate or professional degree,2020
Macon County,"16,141",Population 25 years and over,2020
Macon County,16.3%,"Some college, no degree",2020
Macon County,3.7%,Graduate or professional degree,2020
Macon County,48.7%,High school graduate (includes equivalency),2020
Macon County,5.3%,Bachelor's degree,2020
Macon County,7.6%,Associate's degree,2020
Macon County,8.8%,Less than 9th grade,2020
Macon County,81.6%,High school graduate or higher,2020
Macon County,9.7%,"9th to 12th grade, no diploma",2020
Madison County,16.0%,Bachelor's degree,2020
Madison County,21.7%,"Some college, no degree",2020
Madison County,3.5%,Less than 9th grade,2020
Madison County,34.4%,High school graduate (includes equivalency),2020
Madison County,6.4%,Associate's degree,2020
Madison County,"65,529",Population 25 years and over,2020
Madison County,8.1%,"9th to 12th grade, no diploma",2020
Madison County,88.5%,High school graduate or higher,2020
Madison County,9.9%,Graduate or professional degree,2020
Marion County,11.9%,"9th to 12th grade, no diploma",2020
Marion County,"20,482",Population 25 years and over,2020
Marion County,20.4%,"Some college, no degree",2020
Marion County,4.2%,Graduate or professional degree,2020
Marion County,40.2%,High school graduate (includes equivalency),2020
Marion County,7.1%,Less than 9th grade,2020
Marion County,7.8%,Associate's degree,2020
Marion County,8.3%,Bachelor's degree,2020
Marion County,81.0%,High school graduate or higher,2020
Marshall County,10.9%,Bachelor's degree,2020
Marshall County,22.0%,"Some college, no degree",2020
Marshall County,"23,303",Population 25 years and over,2020
Marshall County,3.9%,Less than 9th grade,2020
Marshall County,40.0%,High school graduate (includes equivalency),2020
Marshall County,5.3%,Graduate or professional degree,2020
Marshall County,8.8%,"9th to 12th grade, no diploma",2020
Marshall County,87.3%,High school graduate or higher,2020
Marshall County,9.0%,Associate's degree,2020
Maury County,11.0%,Associate's degree,2020
Maury County,16.0%,Bachelor's degree,2020
Maury County,20.6%,"Some college, no degree",2020
Maury County,3.5%,Less than 9th grade,2020
Maury County,34.8%,High school graduate (includes equivalency),2020
Maury County,6.2%,"9th to 12th grade, no diploma",2020
Maury County,"65,657",Population 25 years and over,2020
Maury County,8.0%,Graduate or professional degree,2020
Maury County,90.4%,High school graduate or higher,2020
McMinn County,11.0%,Bachelor's degree,2020
McMinn County,21.0%,"Some college, no degree",2020
McMinn County,"37,863",Population 25 years and over,2020
McMinn County,38.4%,High school graduate (includes equivalency),2020
McMinn County,5.2%,Less than 9th grade,2020
McMinn County,5.9%,Graduate or professional degree,2020
McMinn County,8.6%,Associate's degree,2020
McMinn County,85.0%,High school graduate or higher,2020
McMinn County,9.8%,"9th to 12th grade, no diploma",2020
McNairy County,10.7%,"9th to 12th grade, no diploma",2020
McNairy County,17.8%,"Some college, no degree",2020
McNairy County,"18,304",Population 25 years and over,2020
McNairy County,4.8%,Less than 9th grade,2020
McNairy County,45.6%,High school graduate (includes equivalency),2020
McNairy County,5.3%,Graduate or professional degree,2020
McNairy County,7.7%,Bachelor's degree,2020
McNairy County,7.9%,Associate's degree,2020
McNairy County,84.4%,High school graduate or higher,2020
Meigs County,11.1%,"9th to 12th grade, no diploma",2020
Meigs County,21.9%,"Some college, no degree",2020
Meigs County,3.6%,Graduate or professional degree,2020
Meigs County,4.9%,Less than 9th grade,2020
Meigs County,44.7%,High school graduate (includes equivalency),2020
Meigs County,6.7%,Bachelor's degree,2020
Meigs County,7.1%,Associate's degree,2020
Meigs County,"8,936",Population 25 years and over,2020
Meigs County,84.0%,High school graduate or higher,2020
Monroe County,10.3%,Bachelor's degree,2020
Monroe County,21.4%,"Some college, no degree",2020
Monroe County,"33,139",Population 25 years and over,2020
Monroe County,40.1%,High school graduate (includes equivalency),2020
Monroe County,5.0%,Graduate or professional degree,2020
Monroe County,7.1%,Less than 9th grade,2020
Monroe County,7.8%,Associate's degree,2020
Monroe County,8.3%,"9th to 12th grade, no diploma",2020
Monroe County,84.6%,High school graduate or higher,2020
Montgomery County,10.4%,Graduate or professional degree,2020
Montgomery County,11.1%,Associate's degree,2020
Montgomery County,"127,366",Population 25 years and over,2020
Montgomery County,19.0%,Bachelor's degree,2020
Montgomery County,2.1%,Less than 9th grade,2020
Montgomery County,25.7%,"Some college, no degree",2020
Montgomery County,27.1%,High school graduate (includes equivalency),2020
Montgomery County,4.6%,"9th to 12th grade, no diploma",2020
Montgomery County,93.3%,High school graduate or higher,2020
Moore County,15.3%,Bachelor's degree,2020
Moore County,16.4%,"Some college, no degree",2020
Moore County,"4,673",Population 25 years and over,2020
Moore County,4.1%,Graduate or professional degree,2020
Moore County,42.1%,High school graduate (includes equivalency),2020
Moore County,6.3%,Less than 9th grade,2020
Moore County,7.3%,"9th to 12th grade, no diploma",2020
Moore County,8.5%,Associate's degree,2020
Moore County,86.4%,High school graduate or higher,2020
Morgan County,12.9%,"9th to 12th grade, no diploma",2020
Morgan County,"15,626",Population 25 years and over,2020
Morgan County,17.1%,"Some college, no degree",2020
Morgan County,45.9%,High school graduate (includes equivalency),2020
Morgan County,5.1%,Graduate or professional degree,2020
Morgan County,5.6%,Less than 9th grade,2020
Morgan County,6.3%,Bachelor's degree,2020
Morgan County,7.1%,Associate's degree,2020
Morgan County,81.5%,High school graduate or higher,2020
Obion County,17.9%,"Some college, no degree",2020
Obion County,"21,387",Population 25 years and over,2020
Obion County,44.8%,High school graduate (includes equivalency),2020
Obion County,5.5%,Associate's degree,2020
Obion County,5.6%,Graduate or professional degree,2020
Obion County,6.7%,Less than 9th grade,2020
Obion County,83.6%,High school graduate or higher,2020
Obion County,9.7%,"9th to 12th grade, no diploma",2020
Obion County,9.9%,Bachelor's degree,2020
Overton County,10.4%,Less than 9th grade,2020
Overton County,"15,680",Population 25 years and over,2020
Overton County,16.5%,"Some college, no degree",2020
Overton County,4.6%,Graduate or professional degree,2020
Overton County,4.8%,Associate's degree,2020
Overton County,46.5%,High school graduate (includes equivalency),2020
Overton County,7.9%,Bachelor's degree,2020
Overton County,80.4%,High school graduate or higher,2020
Overton County,9.2%,"9th to 12th grade, no diploma",2020
Perry County,14.6%,"9th to 12th grade, no diploma",2020
Perry County,16.0%,"Some college, no degree",2020
Perry County,3.6%,Graduate or professional degree,2020
Perry County,43.2%,High school graduate (includes equivalency),2020
Perry County,"5,551",Population 25 years and over,2020
Perry County,5.1%,Bachelor's degree,2020
Perry County,7.5%,Associate's degree,2020
Perry County,75.4%,High school graduate or higher,2020
Perry County,9.9%,Less than 9th grade,2020
Pickett County,11.2%,"9th to 12th grade, no diploma",2020
Pickett County,17.1%,"Some college, no degree",2020
Pickett County,"3,854",Population 25 years and over,2020
Pickett County,39.5%,High school graduate (includes equivalency),2020
Pickett County,5.1%,Graduate or professional degree,2020
Pickett County,79.3%,High school graduate or higher,2020
Pickett County,8.4%,Bachelor's degree,2020
Pickett County,9.2%,Associate's degree,2020
Pickett County,9.5%,Less than 9th grade,2020
Polk County,10.8%,"9th to 12th grade, no diploma",2020
Polk County,11.2%,Associate's degree,2020
Polk County,"12,433",Population 25 years and over,2020
Polk County,23.7%,"Some college, no degree",2020
Polk County,34.1%,High school graduate (includes equivalency),2020
Polk County,5.0%,Graduate or professional degree,2020
Polk County,7.6%,Bachelor's degree,2020
Polk County,7.6%,Less than 9th grade,2020
Polk County,81.6%,High school graduate or higher,2020
Putnam County,10.7%,Graduate or professional degree,2020
Putnam County,15.7%,Bachelor's degree,2020
Putnam County,18.6%,"Some college, no degree",2020
Putnam County,37.6%,High school graduate (includes equivalency),2020
Putnam County,5.0%,Less than 9th grade,2020
Putnam County,5.6%,Associate's degree,2020
Putnam County,"51,158",Population 25 years and over,2020
Putnam County,6.8%,"9th to 12th grade, no diploma",2020
Putnam County,88.2%,High school graduate or higher,2020
Rhea County,10.7%,Bachelor's degree,2020
Rhea County,11.0%,"9th to 12th grade, no diploma",2020
Rhea County,20.9%,"Some college, no degree",2020
Rhea County,"22,465",Population 25 years and over,2020
Rhea County,38.2%,High school graduate (includes equivalency),2020
Rhea County,5.9%,Graduate or professional degree,2020
Rhea County,6.5%,Less than 9th grade,2020
Rhea County,6.9%,Associate's degree,2020
Rhea County,82.5%,High school graduate or higher,2020
Roane County,11.4%,Bachelor's degree,2020
Roane County,24.3%,"Some college, no degree",2020
Roane County,3.5%,Less than 9th grade,2020
Roane County,37.8%,High school graduate (includes equivalency),2020
Roane County,"39,412",Population 25 years and over,2020
Roane County,6.6%,"9th to 12th grade, no diploma",2020
Roane County,7.7%,Graduate or professional degree,2020
Roane County,8.7%,Associate's degree,2020
Roane County,89.8%,High school graduate or higher,2020
Robertson County,14.6%,Bachelor's degree,2020
Robertson County,20.1%,"Some college, no degree",2020
Robertson County,39.1%,High school graduate (includes equivalency),2020
Robertson County,4.8%,Less than 9th grade,2020
Robertson County,"48,643",Population 25 years and over,2020
Robertson County,5.8%,Graduate or professional degree,2020
Robertson County,7.7%,Associate's degree,2020
Robertson County,7.9%,"9th to 12th grade, no diploma",2020
Robertson County,87.3%,High school graduate or higher,2020
Rutherford County,2.5%,Less than 9th grade,2020
Rutherford County,"204,647",Population 25 years and over,2020
Rutherford County,22.9%,Bachelor's degree,2020
Rutherford County,23.5%,"Some college, no degree",2020
Rutherford County,27.8%,High school graduate (includes equivalency),2020
Rutherford County,5.1%,"9th to 12th grade, no diploma",2020
Rutherford County,8.5%,Associate's degree,2020
Rutherford County,9.7%,Graduate or professional degree,2020
Rutherford County,92.4%,High school graduate or higher,2020
Scott County,14.0%,"9th to 12th grade, no diploma",2020
Scott County,"15,097",Population 25 years and over,2020
Scott County,18.0%,"Some college, no degree",2020
Scott County,3.9%,Graduate or professional degree,2020
Scott County,45.1%,High school graduate (includes equivalency),2020
Scott County,5.2%,Bachelor's degree,2020
Scott County,6.1%,Associate's degree,2020
Scott County,7.5%,Less than 9th grade,2020
Scott County,78.5%,High school graduate or higher,2020
Sequatchie County,"10,943",Population 25 years and over,2020
Sequatchie County,12.2%,"9th to 12th grade, no diploma",2020
Sequatchie County,20.8%,"Some college, no degree",2020
Sequatchie County,4.6%,Less than 9th grade,2020
Sequatchie County,4.9%,Graduate or professional degree,2020
Sequatchie County,41.5%,High school graduate (includes equivalency),2020
Sequatchie County,6.4%,Associate's degree,2020
Sequatchie County,83.2%,High school graduate or higher,2020
Sequatchie County,9.8%,Bachelor's degree,2020
Sevier County,12.4%,Bachelor's degree,2020
Sevier County,23.8%,"Some college, no degree",2020
Sevier County,36.7%,High school graduate (includes equivalency),2020
Sevier County,4.5%,Less than 9th grade,2020
Sevier County,5.9%,Graduate or professional degree,2020
Sevier County,7.8%,Associate's degree,2020
Sevier County,"70,237",Population 25 years and over,2020
Sevier County,86.5%,High school graduate or higher,2020
Sevier County,9.1%,"9th to 12th grade, no diploma",2020
Shelby County,13.0%,Graduate or professional degree,2020
Shelby County,19.3%,Bachelor's degree,2020
Shelby County,22.8%,"Some college, no degree",2020
Shelby County,27.3%,High school graduate (includes equivalency),2020
Shelby County,3.7%,Less than 9th grade,2020
Shelby County,6.5%,Associate's degree,2020
Shelby County,"615,616",Population 25 years and over,2020
Shelby County,7.3%,"9th to 12th grade, no diploma",2020
Shelby County,89.1%,High school graduate or higher,2020
Smith County,11.7%,Bachelor's degree,2020
Smith County,"13,897",Population 25 years and over,2020
Smith County,18.9%,"Some college, no degree",2020
Smith County,4.9%,Less than 9th grade,2020
Smith County,43.2%,High school graduate (includes equivalency),2020
Smith County,5.4%,Graduate or professional degree,2020
Smith County,6.6%,Associate's degree,2020
Smith County,85.9%,High school graduate or higher,2020
Smith County,9.3%,"9th to 12th grade, no diploma",2020
Stewart County,12.0%,Bachelor's degree,2020
Stewart County,18.2%,"Some college, no degree",2020
Stewart County,3.5%,Less than 9th grade,2020
Stewart County,43.6%,High school graduate (includes equivalency),2020
Stewart County,6.2%,Graduate or professional degree,2020
Stewart County,7.2%,Associate's degree,2020
Stewart County,87.3%,High school graduate or higher,2020
Stewart County,"9,689",Population 25 years and over,2020
Stewart County,9.1%,"9th to 12th grade, no diploma",2020
Sullivan County,"115,220",Population 25 years and over,2020
Sullivan County,15.8%,Bachelor's degree,2020
Sullivan County,20.0%,"Some college, no degree",2020
Sullivan County,34.1%,High school graduate (includes equivalency),2020
Sullivan County,4.0%,Less than 9th grade,2020
Sullivan County,8.5%,"9th to 12th grade, no diploma",2020
Sullivan County,8.7%,Graduate or professional degree,2020
Sullivan County,8.8%,Associate's degree,2020
Sullivan County,87.5%,High school graduate or higher,2020
Sumner County,"129,174",Population 25 years and over,2020
Sumner County,19.7%,Bachelor's degree,2020
Sumner County,22.6%,"Some college, no degree",2020
Sumner County,3.6%,Less than 9th grade,2020
Sumner County,30.3%,High school graduate (includes equivalency),2020
Sumner County,6.0%,"9th to 12th grade, no diploma",2020
Sumner County,8.8%,Associate's degree,2020
Sumner County,8.9%,Graduate or professional degree,2020
Sumner County,90.3%,High school graduate or higher,2020
Tennessee,10.4%,Graduate or professional degree,2020
Tennessee,17.8%,Bachelor's degree,2020
Tennessee,20.7%,"Some college, no degree",2020
Tennessee,31.8%,High school graduate (includes equivalency),2020
Tennessee,"4,649,847",Population 25 years and over,2020
Tennessee,4.2%,Less than 9th grade,2020
Tennessee,7.5%,Associate's degree,2020
Tennessee,7.6%,"9th to 12th grade, no diploma",2020
Tennessee,88.2%,High school graduate or higher,2020
Tipton County,11.0%,Bachelor's degree,2020
Tipton County,24.7%,"Some college, no degree",2020
Tipton County,3.6%,Less than 9th grade,2020
Tipton County,36.8%,High school graduate (includes equivalency),2020
Tipton County,"41,359",Population 25 years and over,2020
Tipton County,6.0%,Graduate or professional degree,2020
Tipton County,8.3%,"9th to 12th grade, no diploma",2020
Tipton County,88.1%,High school graduate or higher,2020
Tipton County,9.6%,Associate's degree,2020
Trousdale County,10.5%,"9th to 12th grade, no diploma",2020
Trousdale County,23.0%,"Some college, no degree",2020
Trousdale County,3.8%,Graduate or professional degree,2020
Trousdale County,4.5%,Less than 9th grade,2020
Trousdale County,43.9%,High school graduate (includes equivalency),2020
Trousdale County,6.5%,Associate's degree,2020
Trousdale County,"7,791",Population 25 years and over,2020
Trousdale County,7.8%,Bachelor's degree,2020
Trousdale County,85.0%,High school graduate or higher,2020
Unicoi County,11.4%,Bachelor's degree,2020
Unicoi County,"13,506",Population 25 years and over,2020
Unicoi County,23.6%,"Some college, no degree",2020
Unicoi County,37.5%,High school graduate (includes equivalency),2020
Unicoi County,5.0%,Graduate or professional degree,2020
Unicoi County,5.4%,Less than 9th grade,2020
Unicoi County,8.0%,Associate's degree,2020
Unicoi County,85.6%,High school graduate or higher,2020
Unicoi County,9.0%,"9th to 12th grade, no diploma",2020
Union County,12.1%,"9th to 12th grade, no diploma",2020
Union County,"13,937",Population 25 years and over,2020
Union County,15.2%,"Some college, no degree",2020
Union County,43.1%,High school graduate (includes equivalency),2020
Union County,5.2%,Graduate or professional degree,2020
Union County,5.9%,Bachelor's degree,2020
Union County,78.3%,High school graduate or higher,2020
Union County,8.9%,Associate's degree,2020
Union County,9.6%,Less than 9th grade,2020
Van Buren County,10.5%,"9th to 12th grade, no diploma",2020
Van Buren County,10.6%,Less than 9th grade,2020
Van Buren County,16.3%,"Some college, no degree",2020
Van Buren County,"4,294",Population 25 years and over,2020
Van Buren County,4.3%,Bachelor's degree,2020
Van Buren County,4.3%,Graduate or professional degree,2020
Van Buren County,46.0%,High school graduate (includes equivalency),2020
Van Buren County,78.9%,High school graduate or higher,2020
Van Buren County,8.0%,Associate's degree,2020
Warren County,11.3%,"9th to 12th grade, no diploma",2020
Warren County,17.5%,"Some college, no degree",2020
Warren County,"28,092",Population 25 years and over,2020
Warren County,4.8%,Graduate or professional degree,2020
Warren County,44.8%,High school graduate (includes equivalency),2020
Warren County,6.0%,Associate's degree,2020
Warren County,6.7%,Less than 9th grade,2020
Warren County,8.9%,Bachelor's degree,2020
Warren County,81.9%,High school graduate or higher,2020
Washington County,13.6%,Graduate or professional degree,2020
Washington County,18.7%,Bachelor's degree,2020
Washington County,20.6%,"Some college, no degree",2020
Washington County,29.5%,High school graduate (includes equivalency),2020
Washington County,3.2%,Less than 9th grade,2020
Washington County,7.1%,Associate's degree,2020
Washington County,7.2%,"9th to 12th grade, no diploma",2020
Washington County,"88,935",Population 25 years and over,2020
Washington County,89.6%,High school graduate or higher,2020
Wayne County,"12,552",Population 25 years and over,2020
Wayne County,12.5%,"9th to 12th grade, no diploma",2020
Wayne County,19.3%,"Some college, no degree",2020
Wayne County,4.2%,Graduate or professional degree,2020
Wayne County,45.2%,High school graduate (includes equivalency),2020
Wayne County,5.9%,Associate's degree,2020
Wayne County,6.4%,Bachelor's degree,2020
Wayne County,6.4%,Less than 9th grade,2020
Wayne County,81.0%,High school graduate or higher,2020
Weakley County,11.6%,Bachelor's degree,2020
Weakley County,18.0%,"Some college, no degree",2020
Weakley County,"21,552",Population 25 years and over,2020
Weakley County,4.6%,Less than 9th grade,2020
Weakley County,44.1%,High school graduate (includes equivalency),2020
Weakley County,5.3%,Associate's degree,2020
Weakley County,8.1%,"9th to 12th grade, no diploma",2020
Weakley County,8.2%,Graduate or professional degree,2020
Weakley County,87.3%,High school graduate or higher,2020
White County,11.2%,"9th to 12th grade, no diploma",2020
White County,"19,216",Population 25 years and over,2020
White County,20.6%,"Some college, no degree",2020
White County,4.9%,Graduate or professional degree,2020
White County,40.8%,High school graduate (includes equivalency),2020
White County,7.1%,Associate's degree,2020
White County,7.7%,Less than 9th grade,2020
White County,7.8%,Bachelor's degree,2020
White County,81.1%,High school graduate or higher,2020
Williamson County,1.7%,Less than 9th grade,2020
Williamson County,13.0%,High school graduate (includes equivalency),2020
Williamson County,15.2%,"Some college, no degree",2020
Williamson County,"151,799",Population 25 years and over,2020
Williamson County,22.4%,Graduate or professional degree,2020
Williamson County,3.0%,"9th to 12th grade, no diploma",2020
Williamson County,38.1%,Bachelor's degree,2020
Williamson County,6.5%,Associate's degree,2020
Williamson County,95.2%,High school graduate or higher,2020
Wilson County,11.3%,Graduate or professional degree,2020
Wilson County,2.7%,Less than 9th grade,2020
Wilson County,21.4%,"Some college, no degree",2020
Wilson County,23.4%,Bachelor's degree,2020
Wilson County,28.1%,High school graduate (includes equivalency),2020
Wilson County,5.3%,"9th to 12th grade, no diploma",2020
Wilson County,7.7%,Associate's degree,2020
Wilson County,92.0%,High school graduate or higher,2020
Wilson County,"96,648",Population 25 years and over,2020
Anderson County,11.1%,Graduate or professional degree,2021
Anderson County,13.3%,Bachelor's degree,2021
Anderson County,23.2%,"Some college, no degree",2021
Anderson County,3.6%,Less than 9th grade,2021
Anderson County,33.6%,High school graduate (includes equivalency),2021
Anderson County,"54,743",Population 25 years and over,2021
Anderson County,6.5%,"9th to 12th grade, no diploma",2021
Anderson County,8.7%,Associate's degree,2021
Anderson County,89.9%,High school graduate or higher,2021
Bedford County,10.9%,"9th to 12th grade, no diploma",2021
Bedford County,12.3%,Bachelor's degree,2021
Bedford County,19.4%,"Some college, no degree",2021
Bedford County,"32,985",Population 25 years and over,2021
Bedford County,4.7%,Associate's degree,2021
Bedford County,41.8%,High school graduate (includes equivalency),2021
Bedford County,5.4%,Less than 9th grade,2021
Bedford County,5.7%,Graduate or professional degree,2021
Bedford County,83.8%,High school graduate or higher,2021
Benton County,10.5%,"9th to 12th grade, no diploma",2021
Benton County,"11,435",Population 25 years and over,2021
Benton County,17.8%,"Some college, no degree",2021
Benton County,4.6%,Graduate or professional degree,2021
Benton County,4.7%,Less than 9th grade,2021
Benton County,48.4%,High school graduate (includes equivalency),2021
Benton County,6.5%,Associate's degree,2021
Benton County,7.5%,Bachelor's degree,2021
Benton County,84.8%,High school graduate or higher,2021
Bledsoe County,"11,704",Population 25 years and over,2021
Bledsoe County,15.3%,"9th to 12th grade, no diploma",2021
Bledsoe County,15.8%,"Some college, no degree",2021
Bledsoe County,4.1%,Graduate or professional degree,2021
Bledsoe County,43.3%,High school graduate (includes equivalency),2021
Bledsoe County,6.4%,Associate's degree,2021
Bledsoe County,7.0%,Bachelor's degree,2021
Bledsoe County,76.6%,High school graduate or higher,2021
Bledsoe County,8.2%,Less than 9th grade,2021
Blount County,15.9%,Bachelor's degree,2021
Blount County,20.6%,"Some college, no degree",2021
Blount County,3.5%,Less than 9th grade,2021
Blount County,35.9%,High school graduate (includes equivalency),2021
Blount County,6.7%,"9th to 12th grade, no diploma",2021
Blount County,7.9%,Associate's degree,2021
Blount County,89.8%,High school graduate or higher,2021
Blount County,9.5%,Graduate or professional degree,2021
Blount County,"96,415",Population 25 years and over,2021
Bradley County,13.8%,Bachelor's degree,2021
Bradley County,23.5%,"Some college, no degree",2021
Bradley County,31.6%,High school graduate (includes equivalency),2021
Bradley County,4.5%,Less than 9th grade,2021
Bradley County,"73,801",Population 25 years and over,2021
Bradley County,8.1%,"9th to 12th grade, no diploma",2021
Bradley County,87.4%,High school graduate or higher,2021
Bradley County,9.1%,Graduate or professional degree,2021
Bradley County,9.4%,Associate's degree,2021
Campbell County,12.6%,"9th to 12th grade, no diploma",2021
Campbell County,20.8%,"Some college, no degree",2021
Campbell County,"28,413",Population 25 years and over,2021
Campbell County,39.9%,High school graduate (includes equivalency),2021
Campbell County,5.3%,Graduate or professional degree,2021
Campbell County,6.2%,Associate's degree,2021
Campbell County,7.3%,Less than 9th grade,2021
Campbell County,7.8%,Bachelor's degree,2021
Campbell County,80.1%,High school graduate or higher,2021
Cannon County,"10,240",Population 25 years and over,2021
Cannon County,18.2%,"Some college, no degree",2021
Cannon County,44.6%,High school graduate (includes equivalency),2021
Cannon County,5.1%,Graduate or professional degree,2021
Cannon County,5.8%,Less than 9th grade,2021
Cannon County,6.7%,Associate's degree,2021
Cannon County,84.5%,High school graduate or higher,2021
Cannon County,9.7%,"9th to 12th grade, no diploma",2021
Cannon County,9.9%,Bachelor's degree,2021
Carroll County,12.4%,Bachelor's degree,2021
Carroll County,"19,552",Population 25 years and over,2021
Carroll County,20.4%,"Some college, no degree",2021
Carroll County,40.9%,High school graduate (includes equivalency),2021
Carroll County,5.1%,Less than 9th grade,2021
Carroll County,6.5%,Associate's degree,2021
Carroll County,6.9%,"9th to 12th grade, no diploma",2021
Carroll County,7.9%,Graduate or professional degree,2021
Carroll County,88.1%,High school graduate or higher,2021
Carter County,12.3%,Bachelor's degree,2021
Carter County,21.9%,"Some college, no degree",2021
Carter County,37.8%,High school graduate (includes equivalency),2021
Carter County,4.3%,Less than 9th grade,2021
Carter County,"42,028",Population 25 years and over,2021
Carter County,7.2%,Graduate or professional degree,2021
Carter County,7.5%,Associate's degree,2021
Carter County,8.9%,"9th to 12th grade, no diploma",2021
Carter County,86.8%,High school graduate or higher,2021
Cheatham County,14.4%,Bachelor's degree,2021
Cheatham County,20.5%,"Some college, no degree",2021
Cheatham County,"28,847",Population 25 years and over,2021
Cheatham County,38.4%,High school graduate (includes equivalency),2021
Cheatham County,4.4%,Less than 9th grade,2021
Cheatham County,6.4%,Associate's degree,2021
Cheatham County,7.6%,Graduate or professional degree,2021
Cheatham County,8.3%,"9th to 12th grade, no diploma",2021
Cheatham County,87.3%,High school graduate or higher,2021
Chester County,"11,317",Population 25 years and over,2021
Chester County,12.0%,"9th to 12th grade, no diploma",2021
Chester County,21.9%,"Some college, no degree",2021
Chester County,3.3%,Less than 9th grade,2021
Chester County,3.8%,Associate's degree,2021
Chester County,42.0%,High school graduate (includes equivalency),2021
Chester County,7.3%,Graduate or professional degree,2021
Chester County,84.7%,High school graduate or higher,2021
Chester County,9.7%,Bachelor's degree,2021
Claiborne County,10.9%,Bachelor's degree,2021
Claiborne County,17.4%,"Some college, no degree",2021
Claiborne County,"22,947",Population 25 years and over,2021
Claiborne County,38.7%,High school graduate (includes equivalency),2021
Claiborne County,7.4%,Graduate or professional degree,2021
Claiborne County,7.6%,Associate's degree,2021
Claiborne County,8.9%,"9th to 12th grade, no diploma",2021
Claiborne County,82.0%,High school graduate or higher,2021
Claiborne County,9.1%,Less than 9th grade,2021
Clay County,15.0%,"Some college, no degree",2021
Clay County,4.0%,Graduate or professional degree,2021
Clay County,48.5%,High school graduate (includes equivalency),2021
Clay County,"5,572",Population 25 years and over,2021
Clay County,5.6%,Associate's degree,2021
Clay County,8.7%,Less than 9th grade,2021
Clay County,82.1%,High school graduate or higher,2021
Clay County,9.1%,Bachelor's degree,2021
Clay County,9.2%,"9th to 12th grade, no diploma",2021
Cocke County,10.3%,"9th to 12th grade, no diploma",2021
Cocke County,17.4%,"Some college, no degree",2021
Cocke County,"26,035",Population 25 years and over,2021
Cocke County,4.7%,Graduate or professional degree,2021
Cocke County,47.0%,High school graduate (includes equivalency),2021
Cocke County,5.9%,Less than 9th grade,2021
Cocke County,7.0%,Associate's degree,2021
Cocke County,7.7%,Bachelor's degree,2021
Cocke County,83.8%,High school graduate or higher,2021
Coffee County,13.5%,Bachelor's degree,2021
Coffee County,19.0%,"Some college, no degree",2021
Coffee County,"38,910",Population 25 years and over,2021
Coffee County,38.0%,High school graduate (includes equivalency),2021
Coffee County,4.4%,Less than 9th grade,2021
Coffee County,7.8%,"9th to 12th grade, no diploma",2021
Coffee County,8.0%,Associate's degree,2021
Coffee County,87.8%,High school graduate or higher,2021
Coffee County,9.3%,Graduate or professional degree,2021
Crockett County,10.7%,Bachelor's degree,2021
Crockett County,20.4%,"Some college, no degree",2021
Crockett County,4.8%,Graduate or professional degree,2021
Crockett County,40.6%,High school graduate (includes equivalency),2021
Crockett County,6.0%,Less than 9th grade,2021
Crockett County,7.6%,Associate's degree,2021
Crockett County,84.2%,High school graduate or higher,2021
Crockett County,"9,473",Population 25 years and over,2021
Crockett County,9.8%,"9th to 12th grade, no diploma",2021
Cumberland County,10.3%,Bachelor's degree,2021
Cumberland County,23.2%,"Some college, no degree",2021
Cumberland County,39.2%,High school graduate (includes equivalency),2021
Cumberland County,4.1%,Less than 9th grade,2021
Cumberland County,"46,385",Population 25 years and over,2021
Cumberland County,7.0%,Graduate or professional degree,2021
Cumberland County,7.3%,"9th to 12th grade, no diploma",2021
Cumberland County,8.9%,Associate's degree,2021
Cumberland County,88.6%,High school graduate or higher,2021
Davidson County,16.6%,Graduate or professional degree,2021
Davidson County,18.3%,"Some college, no degree",2021
Davidson County,21.3%,High school graduate (includes equivalency),2021
Davidson County,27.8%,Bachelor's degree,2021
Davidson County,3.9%,Less than 9th grade,2021
Davidson County,"492,479",Population 25 years and over,2021
Davidson County,6.0%,"9th to 12th grade, no diploma",2021
Davidson County,6.1%,Associate's degree,2021
Davidson County,90.1%,High school graduate or higher,2021
Decatur County,10.0%,"9th to 12th grade, no diploma",2021
Decatur County,12.1%,Bachelor's degree,2021
Decatur County,17.3%,"Some college, no degree",2021
