Location.1,Values,Educational Attainment,Year
Union County,0.78,High school graduate or higher,2020
Union County,0.09,Associate's degree,2020
Union County,0.10,Less than 9th grade,2020
Van Buren County,0.11,"9th to 12th grade, no diploma",2020
Van Buren County,0.11,Less than 9th grade,2020
Van Buren County,0.16,"Some college, no degree",2020
Van Buren County,4294.00,Population 25 years and over,2020
Van Buren County,0.04,Bachelor's degree,2020
Van Buren County,0.04,Graduate or professional degree,2020
Van Buren County,0.46,High school graduate (includes equivalency),2020
Van Buren County,0.79,High school graduate or higher,2020
Van Buren County,0.08,Associate's degree,2020
Warren County,0.11,"9th to 12th grade, no diploma",2020
Warren County,0.18,"Some college, no degree",2020
Warren County,28092.00,Population 25 years and over,2020
Warren County,0.05,Graduate or professional degree,2020
Warren County,0.45,High school graduate (includes equivalency),2020
Warren County,0.06,Associate's degree,2020
Warren County,0.07,Less than 9th grade,2020
Warren County,0.09,Bachelor's degree,2020
Warren County,0.82,High school graduate or higher,2020
Washington County,0.14,Graduate or professional degree,2020
Washington County,0.19,Bachelor's degree,2020
Washington County,0.21,"Some college, no degree",2020
Washington County,0.30,High school graduate (includes equivalency),2020
Washington County,0.03,Less than 9th grade,2020
Washington County,0.07,Associate's degree,2020
Washington County,0.07,"9th to 12th grade, no diploma",2020
Washington County,88935.00,Population 25 years and over,2020
Washington County,0.90,High school graduate or higher,2020
Wayne County,12552.00,Population 25 years and over,2020
Wayne County,0.13,"9th to 12th grade, no diploma",2020
Wayne County,0.19,"Some college, no degree",2020
Wayne County,0.04,Graduate or professional degree,2020
Wayne County,0.45,High school graduate (includes equivalency),2020
Wayne County,0.06,Associate's degree,2020
Wayne County,0.06,Bachelor's degree,2020
Wayne County,0.06,Less than 9th grade,2020
Wayne County,0.81,High school graduate or higher,2020
Weakley County,0.12,Bachelor's degree,2020
Weakley County,0.18,"Some college, no degree",2020
Weakley County,21552.00,Population 25 years and over,2020
Weakley County,0.05,Less than 9th grade,2020
Weakley County,0.44,High school graduate (includes equivalency),2020
Weakley County,0.05,Associate's degree,2020
Weakley County,0.08,"9th to 12th grade, no diploma",2020
Weakley County,0.08,Graduate or professional degree,2020
Weakley County,0.87,High school graduate or higher,2020
White County,0.11,"9th to 12th grade, no diploma",2020
White County,19216.00,Population 25 years and over,2020
White County,0.21,"Some college, no degree",2020
White County,0.05,Graduate or professional degree,2020
White County,0.41,High school graduate (includes equivalency),2020
White County,0.07,Associate's degree,2020
White County,0.08,Less than 9th grade,2020
White County,0.08,Bachelor's degree,2020
White County,0.81,High school graduate or higher,2020
Williamson County,0.02,Less than 9th grade,2020
Williamson County,0.13,High school graduate (includes equivalency),2020
Williamson County,0.15,"Some college, no degree",2020
Williamson County,151799.00,Population 25 years and over,2020
Williamson County,0.22,Graduate or professional degree,2020
Williamson County,0.03,"9th to 12th grade, no diploma",2020
Williamson County,0.38,Bachelor's degree,2020
Williamson County,0.07,Associate's degree,2020
Williamson County,0.95,High school graduate or higher,2020
Wilson County,0.11,Graduate or professional degree,2020
Wilson County,0.03,Less than 9th grade,2020
Wilson County,0.21,"Some college, no degree",2020
Wilson County,0.23,Bachelor's degree,2020
Wilson County,0.28,High school graduate (includes equivalency),2020
Wilson County,0.05,"9th to 12th grade, no diploma",2020
Wilson County,0.08,Associate's degree,2020
Wilson County,0.92,High school graduate or higher,2020
Wilson County,96648.00,Population 25 years and over,2020
Anderson County,0.11,Graduate or professional degree,2021
Anderson County,0.13,Bachelor's degree,2021
Anderson County,0.23,"Some college, no degree",2021
Anderson County,0.04,Less than 9th grade,2021
Anderson County,0.34,High school graduate (includes equivalency),2021
Anderson County,54743.00,Population 25 years and over,2021
Anderson County,0.07,"9th to 12th grade, no diploma",2021
Anderson County,0.09,Associate's degree,2021
Anderson County,0.90,High school graduate or higher,2021
Bedford County,0.11,"9th to 12th grade, no diploma",2021
Bedford County,0.12,Bachelor's degree,2021
Bedford County,0.19,"Some college, no degree",2021
Bedford County,32985.00,Population 25 years and over,2021
Bedford County,0.05,Associate's degree,2021
Bedford County,0.42,High school graduate (includes equivalency),2021
Bedford County,0.05,Less than 9th grade,2021
Bedford County,0.06,Graduate or professional degree,2021
Bedford County,0.84,High school graduate or higher,2021
Benton County,0.11,"9th to 12th grade, no diploma",2021
Benton County,11435.00,Population 25 years and over,2021
Benton County,0.18,"Some college, no degree",2021
Benton County,0.05,Graduate or professional degree,2021
Benton County,0.05,Less than 9th grade,2021
Benton County,0.48,High school graduate (includes equivalency),2021
Benton County,0.07,Associate's degree,2021
Benton County,0.08,Bachelor's degree,2021
Benton County,0.85,High school graduate or higher,2021
Bledsoe County,11704.00,Population 25 years and over,2021
Bledsoe County,0.15,"9th to 12th grade, no diploma",2021
Bledsoe County,0.16,"Some college, no degree",2021
Bledsoe County,0.04,Graduate or professional degree,2021
Bledsoe County,0.43,High school graduate (includes equivalency),2021
Bledsoe County,0.06,Associate's degree,2021
Bledsoe County,0.07,Bachelor's degree,2021
Bledsoe County,0.77,High school graduate or higher,2021
Bledsoe County,0.08,Less than 9th grade,2021
Blount County,0.16,Bachelor's degree,2021
Blount County,0.21,"Some college, no degree",2021
Blount County,0.04,Less than 9th grade,2021
Blount County,0.36,High school graduate (includes equivalency),2021
Blount County,0.07,"9th to 12th grade, no diploma",2021
Blount County,0.08,Associate's degree,2021
Blount County,0.90,High school graduate or higher,2021
Blount County,0.10,Graduate or professional degree,2021
Blount County,96415.00,Population 25 years and over,2021
Bradley County,0.14,Bachelor's degree,2021
Bradley County,0.24,"Some college, no degree",2021
Bradley County,0.32,High school graduate (includes equivalency),2021
Bradley County,0.05,Less than 9th grade,2021
Bradley County,73801.00,Population 25 years and over,2021
Bradley County,0.08,"9th to 12th grade, no diploma",2021
Bradley County,0.87,High school graduate or higher,2021
Bradley County,0.09,Graduate or professional degree,2021
Bradley County,0.09,Associate's degree,2021
Campbell County,0.13,"9th to 12th grade, no diploma",2021
Campbell County,0.21,"Some college, no degree",2021
Campbell County,28413.00,Population 25 years and over,2021
Campbell County,0.40,High school graduate (includes equivalency),2021
Campbell County,0.05,Graduate or professional degree,2021
Campbell County,0.06,Associate's degree,2021
Campbell County,0.07,Less than 9th grade,2021
Campbell County,0.08,Bachelor's degree,2021
Campbell County,0.80,High school graduate or higher,2021
Cannon County,10240.00,Population 25 years and over,2021
Cannon County,0.18,"Some college, no degree",2021
Cannon County,0.45,High school graduate (includes equivalency),2021
Cannon County,0.05,Graduate or professional degree,2021
Cannon County,0.06,Less than 9th grade,2021
Cannon County,0.07,Associate's degree,2021
Cannon County,0.85,High school graduate or higher,2021
Cannon County,0.10,"9th to 12th grade, no diploma",2021
Cannon County,0.10,Bachelor's degree,2021
Carroll County,0.12,Bachelor's degree,2021
Carroll County,19552.00,Population 25 years and over,2021
Carroll County,0.20,"Some college, no degree",2021
Carroll County,0.41,High school graduate (includes equivalency),2021
Carroll County,0.05,Less than 9th grade,2021
Carroll County,0.07,Associate's degree,2021
Carroll County,0.07,"9th to 12th grade, no diploma",2021
Carroll County,0.08,Graduate or professional degree,2021
Carroll County,0.88,High school graduate or higher,2021
Carter County,0.12,Bachelor's degree,2021
Carter County,0.22,"Some college, no degree",2021
Carter County,0.38,High school graduate (includes equivalency),2021
Carter County,0.04,Less than 9th grade,2021
Carter County,42028.00,Population 25 years and over,2021
Carter County,0.07,Graduate or professional degree,2021
Carter County,0.08,Associate's degree,2021
Carter County,0.09,"9th to 12th grade, no diploma",2021
Carter County,0.87,High school graduate or higher,2021
Cheatham County,0.14,Bachelor's degree,2021
Cheatham County,0.21,"Some college, no degree",2021
Cheatham County,28847.00,Population 25 years and over,2021
Cheatham County,0.38,High school graduate (includes equivalency),2021
Cheatham County,0.04,Less than 9th grade,2021
Cheatham County,0.06,Associate's degree,2021
Cheatham County,0.08,Graduate or professional degree,2021
Cheatham County,0.08,"9th to 12th grade, no diploma",2021
Cheatham County,0.87,High school graduate or higher,2021
Chester County,11317.00,Population 25 years and over,2021
Chester County,0.12,"9th to 12th grade, no diploma",2021
Chester County,0.22,"Some college, no degree",2021
Chester County,0.03,Less than 9th grade,2021
Chester County,0.04,Associate's degree,2021
Chester County,0.42,High school graduate (includes equivalency),2021
Chester County,0.07,Graduate or professional degree,2021
Chester County,0.85,High school graduate or higher,2021
Chester County,0.10,Bachelor's degree,2021
Claiborne County,0.11,Bachelor's degree,2021
Claiborne County,0.17,"Some college, no degree",2021
Claiborne County,22947.00,Population 25 years and over,2021
Claiborne County,0.39,High school graduate (includes equivalency),2021
Claiborne County,0.07,Graduate or professional degree,2021
Claiborne County,0.08,Associate's degree,2021
Claiborne County,0.09,"9th to 12th grade, no diploma",2021
Claiborne County,0.82,High school graduate or higher,2021
Claiborne County,0.09,Less than 9th grade,2021
Clay County,0.15,"Some college, no degree",2021
Clay County,0.04,Graduate or professional degree,2021
Clay County,0.49,High school graduate (includes equivalency),2021
Clay County,5572.00,Population 25 years and over,2021
Clay County,0.06,Associate's degree,2021
Clay County,0.09,Less than 9th grade,2021
Clay County,0.82,High school graduate or higher,2021
Clay County,0.09,Bachelor's degree,2021
Clay County,0.09,"9th to 12th grade, no diploma",2021
Cocke County,0.10,"9th to 12th grade, no diploma",2021
Cocke County,0.17,"Some college, no degree",2021
Cocke County,26035.00,Population 25 years and over,2021
Cocke County,0.05,Graduate or professional degree,2021
Cocke County,0.47,High school graduate (includes equivalency),2021
Cocke County,0.06,Less than 9th grade,2021
Cocke County,0.07,Associate's degree,2021
Cocke County,0.08,Bachelor's degree,2021
Cocke County,0.84,High school graduate or higher,2021
Coffee County,0.14,Bachelor's degree,2021
Coffee County,0.19,"Some college, no degree",2021
Coffee County,38910.00,Population 25 years and over,2021
Coffee County,0.38,High school graduate (includes equivalency),2021
Coffee County,0.04,Less than 9th grade,2021
Coffee County,0.08,"9th to 12th grade, no diploma",2021
Coffee County,0.08,Associate's degree,2021
Coffee County,0.88,High school graduate or higher,2021
Coffee County,0.09,Graduate or professional degree,2021
Crockett County,0.11,Bachelor's degree,2021
Crockett County,0.20,"Some college, no degree",2021
Crockett County,0.05,Graduate or professional degree,2021
Crockett County,0.41,High school graduate (includes equivalency),2021
Crockett County,0.06,Less than 9th grade,2021
Crockett County,0.08,Associate's degree,2021
Crockett County,0.84,High school graduate or higher,2021
Crockett County,9473.00,Population 25 years and over,2021
Crockett County,0.10,"9th to 12th grade, no diploma",2021
Cumberland County,0.10,Bachelor's degree,2021
Cumberland County,0.23,"Some college, no degree",2021
Cumberland County,0.39,High school graduate (includes equivalency),2021
Cumberland County,0.04,Less than 9th grade,2021
Cumberland County,46385.00,Population 25 years and over,2021
Cumberland County,0.07,Graduate or professional degree,2021
Cumberland County,0.07,"9th to 12th grade, no diploma",2021
Cumberland County,0.09,Associate's degree,2021
Cumberland County,0.89,High school graduate or higher,2021
Davidson County,0.17,Graduate or professional degree,2021
Davidson County,0.18,"Some college, no degree",2021
Davidson County,0.21,High school graduate (includes equivalency),2021
Davidson County,0.28,Bachelor's degree,2021
Davidson County,0.04,Less than 9th grade,2021
Davidson County,492479.00,Population 25 years and over,2021
Davidson County,0.06,"9th to 12th grade, no diploma",2021
Davidson County,0.06,Associate's degree,2021
Davidson County,0.90,High school graduate or higher,2021
Decatur County,0.10,"9th to 12th grade, no diploma",2021
Decatur County,0.12,Bachelor's degree,2021
Decatur County,0.17,"Some college, no degree",2021
Decatur County,0.04,Graduate or professional degree,2021
Decatur County,0.43,High school graduate (includes equivalency),2021
Decatur County,0.06,Less than 9th grade,2021
Decatur County,8299.00,Population 25 years and over,2021
Decatur County,0.08,Associate's degree,2021
Decatur County,0.84,High school graduate or higher,2021
DeKalb County,0.12,"9th to 12th grade, no diploma",2021
DeKalb County,0.13,Bachelor's degree,2021
DeKalb County,14200.00,Population 25 years and over,2021
DeKalb County,0.16,"Some college, no degree",2021
DeKalb County,0.39,High school graduate (includes equivalency),2021
DeKalb County,0.05,Associate's degree,2021
DeKalb County,0.06,Graduate or professional degree,2021
DeKalb County,0.07,Less than 9th grade,2021
DeKalb County,0.81,High school graduate or higher,2021
Dickson County,0.12,Bachelor's degree,2021
Dickson County,0.21,"Some college, no degree",2021
Dickson County,0.04,Less than 9th grade,2021
Dickson County,37545.00,Population 25 years and over,2021
Dickson County,0.40,High school graduate (includes equivalency),2021
Dickson County,0.07,Graduate or professional degree,2021
Dickson County,0.08,Associate's degree,2021
Dickson County,0.09,"9th to 12th grade, no diploma",2021
Dickson County,0.87,High school graduate or higher,2021
Dyer County,0.13,Bachelor's degree,2021
Dyer County,0.22,"Some college, no degree",2021
Dyer County,24951.00,Population 25 years and over,2021
Dyer County,0.37,High school graduate (includes equivalency),2021
Dyer County,0.04,Less than 9th grade,2021
Dyer County,0.07,Graduate or professional degree,2021
Dyer County,0.08,"9th to 12th grade, no diploma",2021
Dyer County,0.08,Associate's degree,2021
Dyer County,0.88,High school graduate or higher,2021
Fayette County,0.16,Bachelor's degree,2021
Fayette County,0.03,Less than 9th grade,2021
Fayette County,0.24,"Some college, no degree",2021
Fayette County,31005.00,Population 25 years and over,2021
Fayette County,0.34,High school graduate (includes equivalency),2021
Fayette County,0.08,"9th to 12th grade, no diploma",2021
Fayette County,0.08,Graduate or professional degree,2021
Fayette County,0.08,Associate's degree,2021
Fayette County,0.89,High school graduate or higher,2021
Fentress County,0.11,Bachelor's degree,2021
Fentress County,0.11,Less than 9th grade,2021
Fentress County,13201.00,Population 25 years and over,2021
Fentress County,0.17,"Some college, no degree",2021
Fentress County,0.40,High school graduate (includes equivalency),2021
Fentress County,0.05,Graduate or professional degree,2021
Fentress County,0.07,Associate's degree,2021
Fentress County,0.09,"9th to 12th grade, no diploma",2021
Fentress County,0.80,High school graduate or higher,2021
Franklin County,0.13,Bachelor's degree,2021
Franklin County,0.18,"Some college, no degree",2021
Franklin County,29084.00,Population 25 years and over,2021
Franklin County,0.04,Less than 9th grade,2021
Franklin County,0.41,High school graduate (includes equivalency),2021
Franklin County,0.07,"9th to 12th grade, no diploma",2021
Franklin County,0.08,Associate's degree,2021
Franklin County,0.89,High school graduate or higher,2021
Franklin County,0.09,Graduate or professional degree,2021
Gibson County,0.12,Bachelor's degree,2021
Gibson County,0.23,"Some college, no degree",2021
Gibson County,34266.00,Population 25 years and over,2021
Gibson County,0.40,High school graduate (includes equivalency),2021
Gibson County,0.05,Less than 9th grade,2021
Gibson County,0.06,Associate's degree,2021
Gibson County,0.07,Graduate or professional degree,2021
Gibson County,0.08,"9th to 12th grade, no diploma",2021
Gibson County,0.87,High school graduate or higher,2021
Giles County,0.12,Bachelor's degree,2021
Giles County,0.19,"Some college, no degree",2021
Giles County,21250.00,Population 25 years and over,2021
Giles County,0.04,Less than 9th grade,2021
Giles County,0.44,High school graduate (includes equivalency),2021
Giles County,0.06,Graduate or professional degree,2021
Giles County,0.07,Associate's degree,2021
Giles County,0.09,"9th to 12th grade, no diploma",2021
Giles County,0.88,High school graduate or higher,2021
Grainger County,0.12,"9th to 12th grade, no diploma",2021
Grainger County,16952.00,Population 25 years and over,2021
Grainger County,0.19,"Some college, no degree",2021
Grainger County,0.41,High school graduate (includes equivalency),2021
Grainger County,0.05,Graduate or professional degree,2021
Grainger County,0.07,Associate's degree,2021
Grainger County,0.80,High school graduate or higher,2021
Grainger County,0.08,Less than 9th grade,2021
Grainger County,0.09,Bachelor's degree,2021
Greene County,0.11,Bachelor's degree,2021
Greene County,0.20,"Some college, no degree",2021
Greene County,0.42,High school graduate (includes equivalency),2021
Greene County,0.05,Less than 9th grade,2021
Greene County,50635.00,Population 25 years and over,2021
Greene County,0.06,Graduate or professional degree,2021
Greene County,0.06,Associate's degree,2021
Greene County,0.85,High school graduate or higher,2021
Greene County,0.10,"9th to 12th grade, no diploma",2021
Grundy County,0.13,"9th to 12th grade, no diploma",2021
Grundy County,0.15,"Some college, no degree",2021
Grundy County,0.42,High school graduate (includes equivalency),2021
Grundy County,0.07,Associate's degree,2021
Grundy County,0.07,Graduate or professional degree,2021
Grundy County,0.07,Bachelor's degree,2021
Grundy County,0.78,High school graduate or higher,2021
Grundy County,0.09,Less than 9th grade,2021
Grundy County,9511.00,Population 25 years and over,2021
Hamblen County,0.12,Bachelor's degree,2021
Hamblen County,0.20,"Some college, no degree",2021
Hamblen County,0.39,High school graduate (includes equivalency),2021
Hamblen County,44109.00,Population 25 years and over,2021
Hamblen County,0.06,Graduate or professional degree,2021
Hamblen County,0.06,Less than 9th grade,2021
Hamblen County,0.08,Associate's degree,2021
Hamblen County,0.85,High school graduate or higher,2021
Hamblen County,0.09,"9th to 12th grade, no diploma",2021
Hamilton County,0.12,Graduate or professional degree,2021
Hamilton County,0.22,Bachelor's degree,2021
Hamilton County,0.22,"Some college, no degree",2021
Hamilton County,0.25,High school graduate (includes equivalency),2021
Hamilton County,256225.00,Population 25 years and over,2021
Hamilton County,0.03,Less than 9th grade,2021
Hamilton County,0.06,"9th to 12th grade, no diploma",2021
Hamilton County,0.09,Associate's degree,2021
Hamilton County,0.91,High school graduate or higher,2021
Hancock County,0.24,"Some college, no degree",2021
Hancock County,0.03,Associate's degree,2021
Hancock County,4806.00,Population 25 years and over,2021
Hancock County,0.04,Bachelor's degree,2021
Hancock County,0.43,High school graduate (includes equivalency),2021
Hancock County,0.07,Graduate or professional degree,2021
Hancock County,0.09,"9th to 12th grade, no diploma",2021
Hancock County,0.81,High school graduate or higher,2021
Hancock County,0.10,Less than 9th grade,2021
Hardeman County,0.13,"9th to 12th grade, no diploma",2021
Hardeman County,18491.00,Population 25 years and over,2021
Hardeman County,0.21,"Some college, no degree",2021
Hardeman County,0.04,Graduate or professional degree,2021
Hardeman County,0.44,High school graduate (includes equivalency),2021
Hardeman County,0.05,Less than 9th grade,2021
Hardeman County,0.06,Associate's degree,2021
Hardeman County,0.07,Bachelor's degree,2021
Hardeman County,0.82,High school graduate or higher,2021
Hardin County,0.10,"9th to 12th grade, no diploma",2021
Hardin County,0.11,Bachelor's degree,2021
Hardin County,0.17,"Some college, no degree",2021
Hardin County,19208.00,Population 25 years and over,2021
Hardin County,0.05,Graduate or professional degree,2021
Hardin County,0.45,High school graduate (includes equivalency),2021
Hardin County,0.06,Less than 9th grade,2021
Hardin County,0.07,Associate's degree,2021
Hardin County,0.84,High school graduate or higher,2021
Hawkins County,0.11,Bachelor's degree,2021
Hawkins County,0.20,"Some college, no degree",2021
Hawkins County,41361.00,Population 25 years and over,2021
Hawkins County,0.43,High school graduate (includes equivalency),2021
Hawkins County,0.05,Graduate or professional degree,2021
Hawkins County,0.06,Less than 9th grade,2021
Hawkins County,0.08,Associate's degree,2021
Hawkins County,0.08,"9th to 12th grade, no diploma",2021
Hawkins County,0.87,High school graduate or higher,2021
Haywood County,12485.00,Population 25 years and over,2021
Haywood County,0.13,"9th to 12th grade, no diploma",2021
Haywood County,0.19,"Some college, no degree",2021
Haywood County,0.04,Graduate or professional degree,2021
Haywood County,0.05,Less than 9th grade,2021
Haywood County,0.47,High school graduate (includes equivalency),2021
Haywood County,0.06,Associate's degree,2021
Haywood County,0.07,Bachelor's degree,2021
Haywood County,0.83,High school graduate or higher,2021
Henderson County,0.18,"Some college, no degree",2021
Henderson County,19271.00,Population 25 years and over,2021
Henderson County,0.04,Graduate or professional degree,2021
Henderson County,0.05,Less than 9th grade,2021
Henderson County,0.47,High school graduate (includes equivalency),2021
Henderson County,0.08,Associate's degree,2021
Henderson County,0.09,"9th to 12th grade, no diploma",2021
Henderson County,0.87,High school graduate or higher,2021
Henderson County,0.09,Bachelor's degree,2021
Henry County,0.12,Bachelor's degree,2021
Henry County,0.18,"Some college, no degree",2021
Henry County,23444.00,Population 25 years and over,2021
Henry County,0.04,Associate's degree,2021
Henry County,0.45,High school graduate (includes equivalency),2021
Henry County,0.06,Less than 9th grade,2021
Henry County,0.07,Graduate or professional degree,2021
Henry County,0.09,"9th to 12th grade, no diploma",2021
Henry County,0.86,High school graduate or higher,2021
Hickman County,0.13,"9th to 12th grade, no diploma",2021
Hickman County,17810.00,Population 25 years and over,2021
Hickman County,0.19,"Some college, no degree",2021
Hickman County,0.03,Graduate or professional degree,2021
Hickman County,0.46,High school graduate (includes equivalency),2021
Hickman County,0.06,Less than 9th grade,2021
Hickman County,0.07,Bachelor's degree,2021
Hickman County,0.07,Associate's degree,2021
Hickman County,0.82,High school graduate or higher,2021
Houston County,0.11,"9th to 12th grade, no diploma",2021
Houston County,0.18,"Some college, no degree",2021
Houston County,0.05,Graduate or professional degree,2021
Houston County,0.44,High school graduate (includes equivalency),2021
Houston County,5830.00,Population 25 years and over,2021
Houston County,0.05,Less than 9th grade,2021
Houston County,0.08,Bachelor's degree,2021
Houston County,0.09,Associate's degree,2021
Houston County,0.84,High school graduate or higher,2021
Humphreys County,13342.00,Population 25 years and over,2021
Humphreys County,0.17,"Some college, no degree",2021
Humphreys County,0.04,Less than 9th grade,2021
Humphreys County,0.48,High school graduate (includes equivalency),2021
Humphreys County,0.06,Graduate or professional degree,2021
Humphreys County,0.06,Associate's degree,2021
Humphreys County,0.86,High school graduate or higher,2021
Humphreys County,0.10,"9th to 12th grade, no diploma",2021
Humphreys County,0.10,Bachelor's degree,2021
Jackson County,0.10,Bachelor's degree,2021
Jackson County,0.11,"9th to 12th grade, no diploma",2021
Jackson County,0.16,"Some college, no degree",2021
Jackson County,0.03,Graduate or professional degree,2021
Jackson County,0.45,High school graduate (includes equivalency),2021
Jackson County,0.07,Associate's degree,2021
Jackson County,8724.00,Population 25 years and over,2021
Jackson County,0.08,Less than 9th grade,2021
Jackson County,0.81,High school graduate or higher,2021
Jefferson County,0.12,Bachelor's degree,2021
Jefferson County,0.22,"Some college, no degree",2021
Jefferson County,0.36,High school graduate (includes equivalency),2021
Jefferson County,38818.00,Population 25 years and over,2021
Jefferson County,0.05,Less than 9th grade,2021
Jefferson County,0.07,Graduate or professional degree,2021
Jefferson County,0.09,Associate's degree,2021
Jefferson County,0.09,"9th to 12th grade, no diploma",2021
Jefferson County,0.86,High school graduate or higher,2021
Johnson County,0.13,"9th to 12th grade, no diploma",2021
Johnson County,13651.00,Population 25 years and over,2021
Johnson County,0.19,"Some college, no degree",2021
Johnson County,0.05,Graduate or professional degree,2021
Johnson County,0.40,High school graduate (includes equivalency),2021
Johnson County,0.07,Less than 9th grade,2021
Johnson County,0.08,Associate's degree,2021
Johnson County,0.81,High school graduate or higher,2021
Johnson County,0.09,Bachelor's degree,2021
Knox County,0.15,Graduate or professional degree,2021
Knox County,0.20,"Some college, no degree",2021
Knox County,0.03,Less than 9th grade,2021
Knox County,0.24,Bachelor's degree,2021
Knox County,0.25,High school graduate (includes equivalency),2021
Knox County,319008.00,Population 25 years and over,2021
Knox County,0.05,"9th to 12th grade, no diploma",2021
Knox County,0.09,Associate's degree,2021
Knox County,0.92,High school graduate or higher,2021
Lake County,0.16,"Some college, no degree",2021
Lake County,0.17,"9th to 12th grade, no diploma",2021
Lake County,0.04,Associate's degree,2021
Lake County,0.04,Graduate or professional degree,2021
Lake County,0.43,High school graduate (includes equivalency),2021
Lake County,5443.00,Population 25 years and over,2021
Lake County,0.08,Bachelor's degree,2021
Lake County,0.74,High school graduate or higher,2021
Lake County,0.09,Less than 9th grade,2021
Lauderdale County,0.15,"9th to 12th grade, no diploma",2021
Lauderdale County,17399.00,Population 25 years and over,2021
Lauderdale County,0.18,"Some college, no degree",2021
Lauderdale County,0.04,Graduate or professional degree,2021
Lauderdale County,0.47,High school graduate (includes equivalency),2021
Lauderdale County,0.05,Bachelor's degree,2021
Lauderdale County,0.06,Less than 9th grade,2021
Lauderdale County,0.06,Associate's degree,2021
Lauderdale County,0.80,High school graduate or higher,2021
Lawrence County,0.19,"Some college, no degree",2021
Lawrence County,29583.00,Population 25 years and over,2021
Lawrence County,0.44,High school graduate (includes equivalency),2021
Lawrence County,0.07,Graduate or professional degree,2021
Lawrence County,0.07,Less than 9th grade,2021
Lawrence County,0.07,"9th to 12th grade, no diploma",2021
Lawrence County,0.08,Associate's degree,2021
Lawrence County,0.86,High school graduate or higher,2021
Lawrence County,0.09,Bachelor's degree,2021
Lewis County,0.22,"Some college, no degree",2021
Lewis County,0.04,Graduate or professional degree,2021
Lewis County,0.43,High school graduate (includes equivalency),2021
Lewis County,0.06,Bachelor's degree,2021
Lewis County,0.07,Less than 9th grade,2021
Lewis County,8641.00,Population 25 years and over,2021
Lewis County,0.08,Associate's degree,2021
Lewis County,0.83,High school graduate or higher,2021
Lewis County,0.10,"9th to 12th grade, no diploma",2021
Lincoln County,0.10,"9th to 12th grade, no diploma",2021
Lincoln County,0.12,Bachelor's degree,2021
Lincoln County,0.16,"Some college, no degree",2021
Lincoln County,24541.00,Population 25 years and over,2021
Lincoln County,0.04,Less than 9th grade,2021
Lincoln County,0.43,High school graduate (includes equivalency),2021
Lincoln County,0.08,Graduate or professional degree,2021
Lincoln County,0.08,Associate's degree,2021
Lincoln County,0.86,High school graduate or higher,2021
Loudon County,0.10,Graduate or professional degree,2021
Loudon County,0.18,Bachelor's degree,2021
Loudon County,0.20,"Some college, no degree",2021
Loudon County,0.32,High school graduate (includes equivalency),2021
Loudon County,0.05,Less than 9th grade,2021
Loudon County,40184.00,Population 25 years and over,2021
Loudon County,0.08,Associate's degree,2021
Loudon County,0.08,"9th to 12th grade, no diploma",2021
Loudon County,0.87,High school graduate or higher,2021
Macon County,0.12,"9th to 12th grade, no diploma",2021
Macon County,0.16,"Some college, no degree",2021
Macon County,16610.00,Population 25 years and over,2021
Macon County,0.03,Graduate or professional degree,2021
Macon County,0.49,High school graduate (includes equivalency),2021
Macon County,0.06,Bachelor's degree,2021
Macon County,0.06,Associate's degree,2021
Macon County,0.80,High school graduate or higher,2021
Macon County,0.09,Less than 9th grade,2021
Madison County,0.11,Graduate or professional degree,2021
Madison County,0.16,Bachelor's degree,2021
Madison County,0.23,"Some college, no degree",2021
Madison County,0.03,Less than 9th grade,2021
Madison County,0.33,High school graduate (includes equivalency),2021
Madison County,0.07,Associate's degree,2021
Madison County,65820.00,Population 25 years and over,2021
Madison County,0.07,"9th to 12th grade, no diploma",2021
Madison County,0.90,High school graduate or higher,2021
Marion County,0.12,"9th to 12th grade, no diploma",2021
Marion County,20505.00,Population 25 years and over,2021
Marion County,0.21,"Some college, no degree",2021
Marion County,0.39,High school graduate (includes equivalency),2021
Marion County,0.05,Graduate or professional degree,2021
Marion County,0.07,Less than 9th grade,2021
Marion County,0.08,Associate's degree,2021
Marion County,0.82,High school graduate or higher,2021
Marion County,0.09,Bachelor's degree,2021
Marshall County,0.12,Bachelor's degree,2021
Marshall County,0.21,"Some college, no degree",2021
Marshall County,23275.00,Population 25 years and over,2021
Marshall County,0.04,Less than 9th grade,2021
Marshall County,0.40,High school graduate (includes equivalency),2021
Marshall County,0.05,Graduate or professional degree,2021
Marshall County,0.09,"9th to 12th grade, no diploma",2021
Marshall County,0.88,High school graduate or higher,2021
Marshall County,0.09,Associate's degree,2021
Maury County,0.11,Associate's degree,2021
Maury County,0.18,Bachelor's degree,2021
Maury County,0.22,"Some college, no degree",2021
Maury County,0.03,Less than 9th grade,2021
Maury County,0.33,High school graduate (includes equivalency),2021
Maury County,0.06,"9th to 12th grade, no diploma",2021
Maury County,68730.00,Population 25 years and over,2021
Maury County,0.08,Graduate or professional degree,2021
Maury County,0.91,High school graduate or higher,2021
McMinn County,0.12,Bachelor's degree,2021
McMinn County,0.21,"Some college, no degree",2021
McMinn County,37439.00,Population 25 years and over,2021
McMinn County,0.38,High school graduate (includes equivalency),2021
McMinn County,0.05,Less than 9th grade,2021
McMinn County,0.06,Graduate or professional degree,2021
McMinn County,0.09,"9th to 12th grade, no diploma",2021
McMinn County,0.86,High school graduate or higher,2021
McMinn County,0.09,Associate's degree,2021
