district_number,district_name,school_number,school_name,subgroup,grad_cohort,dropout_count,dropout_rate
670,Overton County,0,All Schools,All Students,223,12,5.4
670,Overton County,0,All Schools,American Indian or Alaska Native,1,,
670,Overton County,0,All Schools,Asian,3,,
670,Overton County,0,All Schools,Black or African American,1,,
670,Overton County,0,All Schools,Black/Hispanic/Native American,4,,
670,Overton County,0,All Schools,Economically Disadvantaged,88,9,10.2
670,Overton County,0,All Schools,Female,117,7,6
670,Overton County,0,All Schools,Hispanic,2,,
670,Overton County,0,All Schools,Male,106,5,4.7
670,Overton County,0,All Schools,Non-Black/Hispanic/Native American,219,12,5.5
670,Overton County,0,All Schools,Non-Economically Disadvantaged,135,3,2.2
670,Overton County,0,All Schools,Non-English Learners,223,12,5.4
670,Overton County,0,All Schools,Non-Students with Disabilities,189,6,3.2
670,Overton County,0,All Schools,Students with Disabilities,34,6,17.6
670,Overton County,0,All Schools,White,216,11,5.1
680,Perry County,0,All Schools,All Students,69,1,1.4
680,Perry County,0,All Schools,Black or African American,2,,
680,Perry County,0,All Schools,Black/Hispanic/Native American,5,,
680,Perry County,0,All Schools,Economically Disadvantaged,30,1,3.3
680,Perry County,0,All Schools,Female,39,1,2.6
680,Perry County,0,All Schools,Hispanic,3,,
680,Perry County,0,All Schools,Male,30,0,0
680,Perry County,0,All Schools,Non-Black/Hispanic/Native American,64,1,1.6
680,Perry County,0,All Schools,Non-Economically Disadvantaged,39,0,0
680,Perry County,0,All Schools,Non-English Learners,69,1,1.4
680,Perry County,0,All Schools,Non-Students with Disabilities,57,1,1.8
680,Perry County,0,All Schools,Students with Disabilities,12,0,0
680,Perry County,0,All Schools,White,64,1,1.6
690,Pickett County,0,All Schools,All Students,41,1,2.4
690,Pickett County,0,All Schools,Black/Hispanic/Native American,2,,
690,Pickett County,0,All Schools,Economically Disadvantaged,13,1,7.7
690,Pickett County,0,All Schools,Female,17,0,0
690,Pickett County,0,All Schools,Hispanic,2,,
690,Pickett County,0,All Schools,Male,24,1,4.2
690,Pickett County,0,All Schools,Non-Black/Hispanic/Native American,39,1,2.6
690,Pickett County,0,All Schools,Non-Economically Disadvantaged,28,0,0
690,Pickett County,0,All Schools,Non-English Learners,41,1,2.4
690,Pickett County,0,All Schools,Non-Students with Disabilities,36,0,0
690,Pickett County,0,All Schools,Students with Disabilities,5,,
690,Pickett County,0,All Schools,White,39,1,2.6
700,Polk County,0,All Schools,All Students,182,6,3.3
700,Polk County,0,All Schools,American Indian or Alaska Native,1,,
700,Polk County,0,All Schools,Black or African American,1,,
700,Polk County,0,All Schools,Black/Hispanic/Native American,7,,
700,Polk County,0,All Schools,Economically Disadvantaged,80,5,6.2
700,Polk County,0,All Schools,Female,79,3,3.8
700,Polk County,0,All Schools,Hispanic,5,,
700,Polk County,0,All Schools,Male,103,3,2.9
700,Polk County,0,All Schools,Non-Black/Hispanic/Native American,175,6,3.4
700,Polk County,0,All Schools,Non-Economically Disadvantaged,102,1,1
700,Polk County,0,All Schools,Non-English Learners,182,6,3.3
700,Polk County,0,All Schools,Non-Students with Disabilities,157,4,2.5
700,Polk County,0,All Schools,Students with Disabilities,25,2,8
700,Polk County,0,All Schools,White,175,6,3.4
710,Putnam County,0,All Schools,All Students,822,56,6.8
710,Putnam County,0,All Schools,American Indian or Alaska Native,2,,
710,Putnam County,0,All Schools,Asian,11,0,0
710,Putnam County,0,All Schools,Black or African American,27,5,18.5
710,Putnam County,0,All Schools,Black/Hispanic/Native American,161,20,12.4
710,Putnam County,0,All Schools,Economically Disadvantaged,320,32,10
710,Putnam County,0,All Schools,English Learners,45,10,22.2
710,Putnam County,0,All Schools,Female,391,18,4.6
710,Putnam County,0,All Schools,Hispanic,132,15,11.4
710,Putnam County,0,All Schools,Male,431,38,8.8
710,Putnam County,0,All Schools,Migrant,1,,
710,Putnam County,0,All Schools,Native Hawaiian or Other Pacific Islander,1,,
710,Putnam County,0,All Schools,Non-Black/Hispanic/Native American,661,36,5.4
710,Putnam County,0,All Schools,Non-Economically Disadvantaged,502,24,4.8
710,Putnam County,0,All Schools,Non-English Learners,777,46,5.9
710,Putnam County,0,All Schools,Non-Students with Disabilities,677,39,5.8
710,Putnam County,0,All Schools,Students with Disabilities,145,17,11.7
710,Putnam County,0,All Schools,White,649,36,5.5
720,Rhea County,0,All Schools,All Students,349,19,5.4
720,Rhea County,0,All Schools,American Indian or Alaska Native,2,,
720,Rhea County,0,All Schools,Asian,2,,
720,Rhea County,0,All Schools,Black or African American,17,1,5.9
720,Rhea County,0,All Schools,Black/Hispanic/Native American,52,5,9.6
720,Rhea County,0,All Schools,Economically Disadvantaged,184,15,8.2
720,Rhea County,0,All Schools,English Learners,10,4,40
720,Rhea County,0,All Schools,Female,170,9,5.3
720,Rhea County,0,All Schools,Hispanic,33,4,12.1
720,Rhea County,0,All Schools,Male,179,10,5.6
720,Rhea County,0,All Schools,Migrant,5,,
720,Rhea County,0,All Schools,Non-Black/Hispanic/Native American,297,14,4.7
720,Rhea County,0,All Schools,Non-Economically Disadvantaged,165,4,2.4
720,Rhea County,0,All Schools,Non-English Learners,339,15,4.4
720,Rhea County,0,All Schools,Non-Students with Disabilities,304,12,3.9
720,Rhea County,0,All Schools,Students with Disabilities,45,7,15.6
720,Rhea County,0,All Schools,White,295,14,4.7
730,Roane County,0,All Schools,All Students,509,19,3.7
730,Roane County,0,All Schools,American Indian or Alaska Native,1,,
730,Roane County,0,All Schools,Asian,6,,
730,Roane County,0,All Schools,Black or African American,27,1,3.7
730,Roane County,0,All Schools,Black/Hispanic/Native American,37,2,5.4
730,Roane County,0,All Schools,Economically Disadvantaged,203,15,7.4
730,Roane County,0,All Schools,English Learners,1,,
730,Roane County,0,All Schools,Female,226,10,4.4
730,Roane County,0,All Schools,Hispanic,9,,
730,Roane County,0,All Schools,Male,283,9,3.2
730,Roane County,0,All Schools,Native Hawaiian or Other Pacific Islander,1,,
730,Roane County,0,All Schools,Non-Black/Hispanic/Native American,472,17,3.6
730,Roane County,0,All Schools,Non-Economically Disadvantaged,306,4,1.3
730,Roane County,0,All Schools,Non-English Learners,508,19,3.7
730,Roane County,0,All Schools,Non-Students with Disabilities,440,10,2.3
730,Roane County,0,All Schools,Students with Disabilities,69,9,13
730,Roane County,0,All Schools,White,465,17,3.7
740,Robertson County,0,All Schools,All Students,794,15,1.9
740,Robertson County,0,All Schools,American Indian or Alaska Native,4,,
740,Robertson County,0,All Schools,Asian,8,,
740,Robertson County,0,All Schools,Black or African American,72,2,2.8
740,Robertson County,0,All Schools,Black/Hispanic/Native American,170,3,1.8
740,Robertson County,0,All Schools,Economically Disadvantaged,283,9,3.2
740,Robertson County,0,All Schools,English Learners,22,0,0
740,Robertson County,0,All Schools,Female,358,0,0
740,Robertson County,0,All Schools,Hispanic,94,1,1.1
740,Robertson County,0,All Schools,Male,436,15,3.4
740,Robertson County,0,All Schools,Migrant,2,,
740,Robertson County,0,All Schools,Native Hawaiian or Other Pacific Islander,1,,
740,Robertson County,0,All Schools,Non-Black/Hispanic/Native American,624,12,1.9
740,Robertson County,0,All Schools,Non-Economically Disadvantaged,511,6,1.2
740,Robertson County,0,All Schools,Non-English Learners,772,15,1.9
740,Robertson County,0,All Schools,Non-Students with Disabilities,677,9,1.3
740,Robertson County,0,All Schools,Students with Disabilities,117,6,5.1
740,Robertson County,0,All Schools,White,615,12,2
750,Rutherford County,0,All Schools,All Students,3921,76,1.9
750,Rutherford County,0,All Schools,American Indian or Alaska Native,8,,
750,Rutherford County,0,All Schools,Asian,188,0,0
750,Rutherford County,0,All Schools,Black or African American,860,17,2
750,Rutherford County,0,All Schools,Black/Hispanic/Native American,1398,28,2
750,Rutherford County,0,All Schools,Economically Disadvantaged,1221,51,4.2
750,Rutherford County,0,All Schools,English Learners,190,2,1.1
750,Rutherford County,0,All Schools,Female,1982,31,1.6
750,Rutherford County,0,All Schools,Hispanic,530,11,2.1
750,Rutherford County,0,All Schools,Male,1939,45,2.3
750,Rutherford County,0,All Schools,Native Hawaiian or Other Pacific Islander,9,,
750,Rutherford County,0,All Schools,Non-Black/Hispanic/Native American,2523,48,1.9
750,Rutherford County,0,All Schools,Non-Economically Disadvantaged,2700,25,0.9
750,Rutherford County,0,All Schools,Non-English Learners,3731,74,2
750,Rutherford County,0,All Schools,Non-Students with Disabilities,3510,59,1.7
750,Rutherford County,0,All Schools,Students with Disabilities,411,17,4.1
750,Rutherford County,0,All Schools,White,2326,48,2.1
751,Murfreesboro,0,All Schools,All Students,0,,
751,Murfreesboro,0,All Schools,Black/Hispanic/Native American,0,,
751,Murfreesboro,0,All Schools,Female,0,,
751,Murfreesboro,0,All Schools,Hispanic,0,,
751,Murfreesboro,0,All Schools,Non-Economically Disadvantaged,0,,
751,Murfreesboro,0,All Schools,Non-English Learners,0,,
751,Murfreesboro,0,All Schools,Non-Students with Disabilities,0,,
760,Scott County,0,All Schools,All Students,195,9,4.6
760,Scott County,0,All Schools,American Indian or Alaska Native,1,,
760,Scott County,0,All Schools,Asian,0,,
760,Scott County,0,All Schools,Black or African American,0,,
760,Scott County,0,All Schools,Black/Hispanic/Native American,3,,
760,Scott County,0,All Schools,Economically Disadvantaged,97,7,7.2
760,Scott County,0,All Schools,English Learners,0,,
760,Scott County,0,All Schools,Female,101,3,3
760,Scott County,0,All Schools,Hispanic,2,,
760,Scott County,0,All Schools,Male,94,6,6.4
760,Scott County,0,All Schools,Non-Black/Hispanic/Native American,192,9,4.7
760,Scott County,0,All Schools,Non-Economically Disadvantaged,98,2,2
760,Scott County,0,All Schools,Non-English Learners,195,9,4.6
760,Scott County,0,All Schools,Non-Students with Disabilities,177,8,4.5
760,Scott County,0,All Schools,Students with Disabilities,18,1,5.6
760,Scott County,0,All Schools,White,192,9,4.7
761,Oneida,0,All Schools,All Students,85,0,0
761,Oneida,0,All Schools,Economically Disadvantaged,32,0,0
761,Oneida,0,All Schools,Female,37,0,0
761,Oneida,0,All Schools,Male,48,0,0
761,Oneida,0,All Schools,Non-Black/Hispanic/Native American,85,0,0
761,Oneida,0,All Schools,Non-Economically Disadvantaged,53,0,0
761,Oneida,0,All Schools,Non-English Learners,85,0,0
761,Oneida,0,All Schools,Non-Students with Disabilities,75,0,0
761,Oneida,0,All Schools,Students with Disabilities,10,0,0
761,Oneida,0,All Schools,White,85,0,0
770,Sequatchie County,0,All Schools,All Students,171,8,4.7
770,Sequatchie County,0,All Schools,American Indian or Alaska Native,1,,
770,Sequatchie County,0,All Schools,Asian,0,,
770,Sequatchie County,0,All Schools,Black/Hispanic/Native American,8,,
770,Sequatchie County,0,All Schools,Economically Disadvantaged,81,6,7.4
770,Sequatchie County,0,All Schools,Female,78,4,5.1
770,Sequatchie County,0,All Schools,Hispanic,7,,
770,Sequatchie County,0,All Schools,Male,93,4,4.3
770,Sequatchie County,0,All Schools,Non-Black/Hispanic/Native American,163,8,4.9
770,Sequatchie County,0,All Schools,Non-Economically Disadvantaged,90,2,2.2
770,Sequatchie County,0,All Schools,Non-English Learners,171,8,4.7
770,Sequatchie County,0,All Schools,Non-Students with Disabilities,146,7,4.8
770,Sequatchie County,0,All Schools,Students with Disabilities,25,1,4
770,Sequatchie County,0,All Schools,White,163,8,4.9
780,Sevier County,0,All Schools,All Students,1084,64,5.9
780,Sevier County,0,All Schools,American Indian or Alaska Native,3,,
780,Sevier County,0,All Schools,Asian,24,0,0
780,Sevier County,0,All Schools,Black or African American,24,0,0
780,Sevier County,0,All Schools,Black/Hispanic/Native American,129,11,8.5
780,Sevier County,0,All Schools,Economically Disadvantaged,382,31,8.1
780,Sevier County,0,All Schools,English Learners,53,9,17
780,Sevier County,0,All Schools,Female,527,27,5.1
780,Sevier County,0,All Schools,Hispanic,102,10,9.8
780,Sevier County,0,All Schools,Male,557,37,6.6
780,Sevier County,0,All Schools,Native Hawaiian or Other Pacific Islander,0,,
780,Sevier County,0,All Schools,Non-Black/Hispanic/Native American,955,53,5.5
780,Sevier County,0,All Schools,Non-Economically Disadvantaged,702,33,4.7
780,Sevier County,0,All Schools,Non-English Learners,1031,55,5.3
780,Sevier County,0,All Schools,Non-Students with Disabilities,969,54,5.6
780,Sevier County,0,All Schools,Students with Disabilities,115,10,8.7
780,Sevier County,0,All Schools,White,931,53,5.7
792,Shelby County,0,All Schools,All Students,7906,1148,14.5
792,Shelby County,0,All Schools,American Indian or Alaska Native,7,,
792,Shelby County,0,All Schools,Asian,151,12,7.9
792,Shelby County,0,All Schools,Black or African American,6248,819,13.1
792,Shelby County,0,All Schools,Black/Hispanic/Native American,7249,1058,14.6
792,Shelby County,0,All Schools,Economically Disadvantaged,4636,746,16.1
792,Shelby County,0,All Schools,English Learners,490,166,33.9
792,Shelby County,0,All Schools,Female,3853,435,11.3
792,Shelby County,0,All Schools,Hispanic,994,236,23.7
792,Shelby County,0,All Schools,Male,4053,713,17.6
792,Shelby County,0,All Schools,Migrant,1,,
792,Shelby County,0,All Schools,Native Hawaiian or Other Pacific Islander,5,,
792,Shelby County,0,All Schools,Non-Black/Hispanic/Native American,657,90,13.7
792,Shelby County,0,All Schools,Non-Economically Disadvantaged,3270,402,12.3
792,Shelby County,0,All Schools,Non-English Learners,7416,982,13.2
792,Shelby County,0,All Schools,Non-Students with Disabilities,6796,930,13.7
792,Shelby County,0,All Schools,Students with Disabilities,1110,218,19.6
792,Shelby County,0,All Schools,White,501,78,15.6
793,Arlington,0,All Schools,All Students,512,9,1.8
793,Arlington,0,All Schools,American Indian or Alaska Native,2,,
793,Arlington,0,All Schools,Asian,21,0,0
793,Arlington,0,All Schools,Black or African American,86,4,4.7
793,Arlington,0,All Schools,Black/Hispanic/Native American,117,4,3.4
793,Arlington,0,All Schools,Economically Disadvantaged,51,2,3.9
793,Arlington,0,All Schools,English Learners,12,0,0
793,Arlington,0,All Schools,Female,250,4,1.6
793,Arlington,0,All Schools,Hispanic,29,0,0
793,Arlington,0,All Schools,Male,262,5,1.9
793,Arlington,0,All Schools,Native Hawaiian or Other Pacific Islander,1,,
793,Arlington,0,All Schools,Non-Black/Hispanic/Native American,395,5,1.3
793,Arlington,0,All Schools,Non-Economically Disadvantaged,461,7,1.5
793,Arlington,0,All Schools,Non-English Learners,500,9,1.8
793,Arlington,0,All Schools,Non-Students with Disabilities,469,7,1.5
793,Arlington,0,All Schools,Students with Disabilities,43,2,4.7
793,Arlington,0,All Schools,White,373,5,1.3
794,Bartlett,0,All Schools,All Students,605,3,0.5
794,Bartlett,0,All Schools,American Indian or Alaska Native,2,,
794,Bartlett,0,All Schools,Asian,28,0,0
794,Bartlett,0,All Schools,Black or African American,206,1,0.5
794,Bartlett,0,All Schools,Black/Hispanic/Native American,232,1,0.4
794,Bartlett,0,All Schools,Economically Disadvantaged,127,1,0.8
794,Bartlett,0,All Schools,English Learners,8,,
794,Bartlett,0,All Schools,Female,293,3,1
794,Bartlett,0,All Schools,Hispanic,24,0,0
794,Bartlett,0,All Schools,Male,312,0,0
794,Bartlett,0,All Schools,Native Hawaiian or Other Pacific Islander,7,,
794,Bartlett,0,All Schools,Non-Black/Hispanic/Native American,373,2,0.5
794,Bartlett,0,All Schools,Non-Economically Disadvantaged,478,2,0.4
794,Bartlett,0,All Schools,Non-English Learners,597,3,0.5
794,Bartlett,0,All Schools,Non-Students with Disabilities,538,3,0.6
794,Bartlett,0,All Schools,Students with Disabilities,67,0,0
794,Bartlett,0,All Schools,White,338,2,0.6
795,Collierville,0,All Schools,All Students,647,8,1.2
795,Collierville,0,All Schools,American Indian or Alaska Native,4,,
795,Collierville,0,All Schools,Asian,61,1,1.6
795,Collierville,0,All Schools,Black or African American,132,3,2.3
795,Collierville,0,All Schools,Black/Hispanic/Native American,175,3,1.7
795,Collierville,0,All Schools,Economically Disadvantaged,58,1,1.7
795,Collierville,0,All Schools,English Learners,9,,
795,Collierville,0,All Schools,Female,323,3,0.9
795,Collierville,0,All Schools,Hispanic,39,0,0
795,Collierville,0,All Schools,Male,324,5,1.5
795,Collierville,0,All Schools,Native Hawaiian or Other Pacific Islander,1,,
795,Collierville,0,All Schools,Non-Black/Hispanic/Native American,472,5,1.1
795,Collierville,0,All Schools,Non-Economically Disadvantaged,589,7,1.2
795,Collierville,0,All Schools,Non-English Learners,638,8,1.3
795,Collierville,0,All Schools,Non-Students with Disabilities,550,5,0.9
795,Collierville,0,All Schools,Students with Disabilities,97,3,3.1
795,Collierville,0,All Schools,White,410,4,1
796,Germantown,0,All Schools,All Students,433,9,2.1
796,Germantown,0,All Schools,American Indian or Alaska Native,1,,
796,Germantown,0,All Schools,Asian,43,1,2.3
796,Germantown,0,All Schools,Black or African American,50,1,2
796,Germantown,0,All Schools,Black/Hispanic/Native American,72,1,1.4
796,Germantown,0,All Schools,Economically Disadvantaged,25,2,8
796,Germantown,0,All Schools,English Learners,10,0,0
796,Germantown,0,All Schools,Female,215,5,2.3
796,Germantown,0,All Schools,Hispanic,21,0,0
796,Germantown,0,All Schools,Male,218,4,1.8
796,Germantown,0,All Schools,Native Hawaiian or Other Pacific Islander,1,,
796,Germantown,0,All Schools,Non-Black/Hispanic/Native American,361,8,2.2
796,Germantown,0,All Schools,Non-Economically Disadvantaged,408,7,1.7
796,Germantown,0,All Schools,Non-English Learners,423,9,2.1
796,Germantown,0,All Schools,Non-Students with Disabilities,400,5,1.2
796,Germantown,0,All Schools,Students with Disabilities,33,4,12.1
796,Germantown,0,All Schools,White,317,7,2.2
798,Millington Municipal Schools,0,All Schools,All Students,226,10,4.4
798,Millington Municipal Schools,0,All Schools,American Indian or Alaska Native,5,,
798,Millington Municipal Schools,0,All Schools,Asian,3,,
798,Millington Municipal Schools,0,All Schools,Black or African American,107,8,7.5
798,Millington Municipal Schools,0,All Schools,Black/Hispanic/Native American,134,8,6
798,Millington Municipal Schools,0,All Schools,Economically Disadvantaged,113,7,6.2
798,Millington Municipal Schools,0,All Schools,English Learners,3,,
798,Millington Municipal Schools,0,All Schools,Female,103,4,3.9
798,Millington Municipal Schools,0,All Schools,Hispanic,22,0,0
798,Millington Municipal Schools,0,All Schools,Male,123,6,4.9
798,Millington Municipal Schools,0,All Schools,Non-Black/Hispanic/Native American,92,2,2.2
798,Millington Municipal Schools,0,All Schools,Non-Economically Disadvantaged,113,3,2.7
798,Millington Municipal Schools,0,All Schools,Non-English Learners,223,10,4.5
798,Millington Municipal Schools,0,All Schools,Non-Students with Disabilities,183,6,3.3
798,Millington Municipal Schools,0,All Schools,Students with Disabilities,43,4,9.3
798,Millington Municipal Schools,0,All Schools,White,89,2,2.2
800,Smith County,0,All Schools,All Students,245,11,4.5
800,Smith County,0,All Schools,American Indian or Alaska Native,1,,
800,Smith County,0,All Schools,Black or African American,10,0,0
800,Smith County,0,All Schools,Black/Hispanic/Native American,18,0,0
800,Smith County,0,All Schools,Economically Disadvantaged,91,9,9.9
800,Smith County,0,All Schools,Female,119,5,4.2
800,Smith County,0,All Schools,Hispanic,7,,
800,Smith County,0,All Schools,Male,126,6,4.8
800,Smith County,0,All Schools,Migrant,1,,
800,Smith County,0,All Schools,Non-Black/Hispanic/Native American,227,11,4.8
800,Smith County,0,All Schools,Non-Economically Disadvantaged,154,2,1.3
800,Smith County,0,All Schools,Non-English Learners,245,11,4.5
800,Smith County,0,All Schools,Non-Students with Disabilities,206,6,2.9
800,Smith County,0,All Schools,Students with Disabilities,39,5,12.8
800,Smith County,0,All Schools,White,227,11,4.8
810,Stewart County,0,All Schools,All Students,180,2,1.1
810,Stewart County,0,All Schools,American Indian or Alaska Native,2,,
810,Stewart County,0,All Schools,Asian,1,,
810,Stewart County,0,All Schools,Black or African American,4,,
810,Stewart County,0,All Schools,Black/Hispanic/Native American,10,0,0
810,Stewart County,0,All Schools,Economically Disadvantaged,57,1,1.8
810,Stewart County,0,All Schools,English Learners,1,,
810,Stewart County,0,All Schools,Female,82,0,0
810,Stewart County,0,All Schools,Hispanic,4,,
810,Stewart County,0,All Schools,Male,98,2,2
810,Stewart County,0,All Schools,Migrant,1,,
810,Stewart County,0,All Schools,Native Hawaiian or Other Pacific Islander,1,,
810,Stewart County,0,All Schools,Non-Black/Hispanic/Native American,170,2,1.2
810,Stewart County,0,All Schools,Non-Economically Disadvantaged,123,1,0.8
810,Stewart County,0,All Schools,Non-English Learners,179,2,1.1
810,Stewart County,0,All Schools,Non-Students with Disabilities,148,1,0.7
810,Stewart County,0,All Schools,Students with Disabilities,32,1,3.1
810,Stewart County,0,All Schools,White,168,2,1.2
820,Sullivan County,0,All Schools,All Students,752,21,2.8
820,Sullivan County,0,All Schools,American Indian or Alaska Native,2,,
820,Sullivan County,0,All Schools,Asian,6,,
820,Sullivan County,0,All Schools,Black or African American,12,1,8.3
820,Sullivan County,0,All Schools,Black/Hispanic/Native American,24,1,4.2
820,Sullivan County,0,All Schools,Economically Disadvantaged,271,15,5.5
820,Sullivan County,0,All Schools,English Learners,1,,
820,Sullivan County,0,All Schools,Female,383,9,2.3
820,Sullivan County,0,All Schools,Hispanic,10,0,0
820,Sullivan County,0,All Schools,Male,369,12,3.3
820,Sullivan County,0,All Schools,Native Hawaiian or Other Pacific Islander,1,,
820,Sullivan County,0,All Schools,Non-Black/Hispanic/Native American,728,20,2.7
820,Sullivan County,0,All Schools,Non-Economically Disadvantaged,481,6,1.2
820,Sullivan County,0,All Schools,Non-English Learners,751,21,2.8
820,Sullivan County,0,All Schools,Non-Students with Disabilities,632,12,1.9
820,Sullivan County,0,All Schools,Students with Disabilities,120,9,7.5
820,Sullivan County,0,All Schools,White,721,20,2.8
821,Bristol,0,All Schools,All Students,348,13,3.7
821,Bristol,0,All Schools,American Indian or Alaska Native,1,,
821,Bristol,0,All Schools,Asian,4,,
821,Bristol,0,All Schools,Black or African American,19,1,5.3
821,Bristol,0,All Schools,Black/Hispanic/Native American,36,2,5.6
821,Bristol,0,All Schools,Economically Disadvantaged,121,8,6.6
821,Bristol,0,All Schools,English Learners,4,,
821,Bristol,0,All Schools,Female,174,4,2.3
821,Bristol,0,All Schools,Hispanic,16,1,6.2
821,Bristol,0,All Schools,Male,174,9,5.2
821,Bristol,0,All Schools,Native Hawaiian or Other Pacific Islander,1,,
821,Bristol,0,All Schools,Non-Black/Hispanic/Native American,312,11,3.5
821,Bristol,0,All Schools,Non-Economically Disadvantaged,227,5,2.2
821,Bristol,0,All Schools,Non-English Learners,344,13,3.8
821,Bristol,0,All Schools,Non-Students with Disabilities,321,9,2.8
821,Bristol,0,All Schools,Students with Disabilities,27,4,14.8
821,Bristol,0,All Schools,White,307,11,3.6
822,Kingsport,0,All Schools,All Students,539,15,2.8
822,Kingsport,0,All Schools,American Indian or Alaska Native,4,,
822,Kingsport,0,All Schools,Asian,15,0,0
822,Kingsport,0,All Schools,Black or African American,46,0,0
822,Kingsport,0,All Schools,Black/Hispanic/Native American,73,1,1.4
822,Kingsport,0,All Schools,Economically Disadvantaged,206,14,6.8
822,Kingsport,0,All Schools,English Learners,8,,
822,Kingsport,0,All Schools,Female,279,6,2.2
822,Kingsport,0,All Schools,Hispanic,23,1,4.3
822,Kingsport,0,All Schools,Male,260,9,3.5
822,Kingsport,0,All Schools,Migrant,1,,
822,Kingsport,0,All Schools,Native Hawaiian or Other Pacific Islander,2,,
822,Kingsport,0,All Schools,Non-Black/Hispanic/Native American,466,14,3
822,Kingsport,0,All Schools,Non-Economically Disadvantaged,333,1,0.3
822,Kingsport,0,All Schools,Non-English Learners,531,14,2.6
822,Kingsport,0,All Schools,Non-Students with Disabilities,442,10,2.3
822,Kingsport,0,All Schools,Students with Disabilities,97,5,5.2
822,Kingsport,0,All Schools,White,449,13,2.9
830,Sumner County,0,All Schools,All Students,2141,50,2.3
830,Sumner County,0,All Schools,American Indian or Alaska Native,8,,
830,Sumner County,0,All Schools,Asian,53,1,1.9
830,Sumner County,0,All Schools,Black or African American,250,8,3.2
830,Sumner County,0,All Schools,Black/Hispanic/Native American,422,13,3.1
830,Sumner County,0,All Schools,Economically Disadvantaged,534,26,4.9
830,Sumner County,0,All Schools,English Learners,34,3,8.8
830,Sumner County,0,All Schools,Female,1029,21,2
830,Sumner County,0,All Schools,Hispanic,164,5,3
830,Sumner County,0,All Schools,Male,1112,29,2.6
830,Sumner County,0,All Schools,Migrant,1,,
830,Sumner County,0,All Schools,Native Hawaiian or Other Pacific Islander,1,,
830,Sumner County,0,All Schools,Non-Black/Hispanic/Native American,1719,37,2.2
830,Sumner County,0,All Schools,Non-Economically Disadvantaged,1607,24,1.5
830,Sumner County,0,All Schools,Non-English Learners,2107,47,2.2
830,Sumner County,0,All Schools,Non-Students with Disabilities,1862,39,2.1
830,Sumner County,0,All Schools,Students with Disabilities,279,11,3.9
830,Sumner County,0,All Schools,White,1665,36,2.2
840,Tipton County,0,All Schools,All Students,808,13,1.6
840,Tipton County,0,All Schools,American Indian or Alaska Native,3,,
840,Tipton County,0,All Schools,Asian,3,,
840,Tipton County,0,All Schools,Black or African American,202,7,3.5
840,Tipton County,0,All Schools,Black/Hispanic/Native American,217,7,3.2
840,Tipton County,0,All Schools,Economically Disadvantaged,273,10,3.7
840,Tipton County,0,All Schools,English Learners,0,,
840,Tipton County,0,All Schools,Female,384,5,1.3
840,Tipton County,0,All Schools,Hispanic,12,0,0
840,Tipton County,0,All Schools,Male,424,8,1.9
840,Tipton County,0,All Schools,Native Hawaiian or Other Pacific Islander,2,,
840,Tipton County,0,All Schools,Non-Black/Hispanic/Native American,591,6,1
840,Tipton County,0,All Schools,Non-Economically Disadvantaged,535,3,0.6
840,Tipton County,0,All Schools,Non-English Learners,808,13,1.6
840,Tipton County,0,All Schools,Non-Students with Disabilities,710,9,1.3
840,Tipton County,0,All Schools,Students with Disabilities,98,4,4.1
840,Tipton County,0,All Schools,White,586,6,1
850,Trousdale County,0,All Schools,All Students,90,0,0
850,Trousdale County,0,All Schools,Black or African American,12,0,0
850,Trousdale County,0,All Schools,Black/Hispanic/Native American,17,0,0
850,Trousdale County,0,All Schools,Economically Disadvantaged,31,0,0
850,Trousdale County,0,All Schools,English Learners,1,,
850,Trousdale County,0,All Schools,Female,38,0,0
850,Trousdale County,0,All Schools,Hispanic,5,,
850,Trousdale County,0,All Schools,Male,52,0,0
850,Trousdale County,0,All Schools,Non-Black/Hispanic/Native American,73,0,0
850,Trousdale County,0,All Schools,Non-Economically Disadvantaged,59,0,0
850,Trousdale County,0,All Schools,Non-English Learners,89,0,0
850,Trousdale County,0,All Schools,Non-Students with Disabilities,77,0,0
850,Trousdale County,0,All Schools,Students with Disabilities,13,0,0
850,Trousdale County,0,All Schools,White,73,0,0
860,Unicoi County,0,All Schools,All Students,205,8,3.9
860,Unicoi County,0,All Schools,American Indian or Alaska Native,0,,
860,Unicoi County,0,All Schools,Black or African American,0,,
860,Unicoi County,0,All Schools,Black/Hispanic/Native American,26,0,0
860,Unicoi County,0,All Schools,Economically Disadvantaged,93,5,5.4
860,Unicoi County,0,All Schools,English Learners,9,,
860,Unicoi County,0,All Schools,Female,97,5,5.2
860,Unicoi County,0,All Schools,Hispanic,26,0,0
860,Unicoi County,0,All Schools,Male,108,3,2.8
860,Unicoi County,0,All Schools,Migrant,5,,
860,Unicoi County,0,All Schools,Non-Black/Hispanic/Native American,179,8,4.5
860,Unicoi County,0,All Schools,Non-Economically Disadvantaged,112,3,2.7
860,Unicoi County,0,All Schools,Non-English Learners,196,8,4.1
860,Unicoi County,0,All Schools,Non-Students with Disabilities,167,6,3.6
860,Unicoi County,0,All Schools,Students with Disabilities,38,2,5.3
860,Unicoi County,0,All Schools,White,179,8,4.5
870,Union County,0,All Schools,All Students,202,4,2
870,Union County,0,All Schools,Black or African American,1,,
870,Union County,0,All Schools,Black/Hispanic/Native American,6,,
870,Union County,0,All Schools,Economically Disadvantaged,111,2,1.8
