district,district_name,school,school_name,alternative_school,school_year,student_group,students_iss,students_suspended,students_expelled,students_placed_in_alternative_school,students_committed_zero_tolerance,students_total,percent_iss,percent_suspended,percent_expelled,percent_placed_in_alternative_school,percent_committed_zero_tolerance
940,Williamson County,59,Kenrose Elementary,No,2020,Black/Hispanic/Native American,1,0,0,0,0,60,1.7,0,0,0,0
940,Williamson County,59,Kenrose Elementary,No,2020,Economically Disadvantaged,0,0,0,0,0,6,0,0,0,0,0
940,Williamson County,59,Kenrose Elementary,No,2020,English Language Learner,1,0,0,0,0,117,0.9,0,0,0,0
940,Williamson County,59,Kenrose Elementary,No,2020,Student with Disabilities,0,1,0,0,0,64,0,1.6,0,0,0
940,Williamson County,60,Lipscomb Elementary,No,2020,Black/Hispanic/Native American,0,0,0,0,0,51,0,0,0,0,0
940,Williamson County,60,Lipscomb Elementary,No,2020,Economically Disadvantaged,0,0,0,0,0,13,0,0,0,0,0
940,Williamson County,60,Lipscomb Elementary,No,2020,English Language Learner,0,0,0,0,0,13,0,0,0,0,0
940,Williamson County,60,Lipscomb Elementary,No,2020,Student with Disabilities,1,5,0,0,0,84,1.2,6,0,0,0
940,Williamson County,61,Longview Elementary School,No,2020,Black/Hispanic/Native American,0,0,0,0,0,153,0,0,0,0,0
940,Williamson County,61,Longview Elementary School,No,2020,Economically Disadvantaged,0,1,0,0,0,25,0,4,0,0,0
940,Williamson County,61,Longview Elementary School,No,2020,English Language Learner,0,0,0,0,0,11,0,0,0,0,0
940,Williamson County,61,Longview Elementary School,No,2020,Student with Disabilities,0,1,0,0,0,109,0,0.9,0,0,0
940,Williamson County,63,Renaissance High School,No,2020,Black/Hispanic/Native American,1,0,0,1,1,33,3,0,0,3,3
940,Williamson County,63,Renaissance High School,No,2020,Economically Disadvantaged,0,0,0,0,0,5,0,0,0,0,0
940,Williamson County,63,Renaissance High School,No,2020,English Language Learner,0,0,0,0,0,2,0,0,0,0,0
940,Williamson County,63,Renaissance High School,No,2020,Student with Disabilities,0,0,0,0,0,24,0,0,0,0,0
940,Williamson County,64,Pearre Creek Elementary School,No,2020,Black/Hispanic/Native American,0,0,0,0,0,48,0,0,0,0,0
940,Williamson County,64,Pearre Creek Elementary School,No,2020,Economically Disadvantaged,0,0,0,0,0,3,0,0,0,0,0
940,Williamson County,64,Pearre Creek Elementary School,No,2020,English Language Learner,0,0,0,0,0,6,0,0,0,0,0
940,Williamson County,64,Pearre Creek Elementary School,No,2020,Student with Disabilities,0,2,0,0,0,68,0,2.9,0,0,0
940,Williamson County,65,Nolensville Elementary,No,2020,Black/Hispanic/Native American,2,2,0,0,0,138,1.4,1.4,0,0,0
940,Williamson County,65,Nolensville Elementary,No,2020,Economically Disadvantaged,2,2,0,0,0,17,11.8,11.8,0,0,0
940,Williamson County,65,Nolensville Elementary,No,2020,English Language Learner,2,2,0,0,0,37,5.4,5.4,0,0,0
940,Williamson County,65,Nolensville Elementary,No,2020,Student with Disabilities,2,1,0,0,0,75,2.7,1.3,0,0,0
940,Williamson County,66,Nolensville High School,No,2020,Black/Hispanic/Native American,18,0,0,0,0,179,10.1,0,0,0,0
940,Williamson County,66,Nolensville High School,No,2020,Economically Disadvantaged,3,0,0,0,0,20,15,0,0,0,0
940,Williamson County,66,Nolensville High School,No,2020,English Language Learner,0,0,0,0,0,9,0,0,0,0,0
940,Williamson County,66,Nolensville High School,No,2020,Student with Disabilities,8,0,0,2,2,84,9.5,0,0,2.4,2.4
940,Williamson County,67,Brentwood Middle School,No,2020,Black/Hispanic/Native American,3,1,0,0,0,104,2.9,1,0,0,0
940,Williamson County,67,Brentwood Middle School,No,2020,Economically Disadvantaged,0,0,0,0,0,8,0,0,0,0,0
940,Williamson County,67,Brentwood Middle School,No,2020,English Language Learner,0,0,0,0,0,9,0,0,0,0,0
940,Williamson County,67,Brentwood Middle School,No,2020,Student with Disabilities,4,1,0,0,0,85,4.7,1.2,0,0,0
940,Williamson County,68,Oak View Elem School,No,2020,Black/Hispanic/Native American,0,0,0,0,0,26,0,0,0,0,0
940,Williamson County,68,Oak View Elem School,No,2020,Economically Disadvantaged,0,0,0,0,0,6,0,0,0,0,0
940,Williamson County,68,Oak View Elem School,No,2020,English Language Learner,0,0,0,0,0,7,0,0,0,0,0
940,Williamson County,68,Oak View Elem School,No,2020,Student with Disabilities,0,0,0,0,0,45,0,0,0,0,0
940,Williamson County,71,Mill Creek Elementary School,No,2020,Black/Hispanic/Native American,2,0,0,0,0,80,2.5,0,0,0,0
940,Williamson County,71,Mill Creek Elementary School,No,2020,Economically Disadvantaged,0,0,0,0,0,13,0,0,0,0,0
940,Williamson County,71,Mill Creek Elementary School,No,2020,English Language Learner,0,0,0,0,0,12,0,0,0,0,0
940,Williamson County,71,Mill Creek Elementary School,No,2020,Student with Disabilities,0,0,0,0,0,61,0,0,0,0,0
940,Williamson County,72,Mill Creek Middle School,No,2020,Black/Hispanic/Native American,3,0,0,0,0,107,2.8,0,0,0,0
940,Williamson County,72,Mill Creek Middle School,No,2020,Economically Disadvantaged,1,0,0,0,0,14,7.1,0,0,0,0
940,Williamson County,72,Mill Creek Middle School,No,2020,English Language Learner,0,0,0,0,0,8,0,0,0,0,0
940,Williamson County,72,Mill Creek Middle School,No,2020,Student with Disabilities,7,0,0,0,0,56,12.5,0,0,0,0
940,Williamson County,74,Ravenwood High School,No,2020,Black/Hispanic/Native American,9,0,0,1,0,206,4.4,0,0,0.5,0
940,Williamson County,74,Ravenwood High School,No,2020,Economically Disadvantaged,2,0,0,0,0,17,11.8,0,0,0,0
940,Williamson County,74,Ravenwood High School,No,2020,English Language Learner,1,0,0,0,0,15,6.7,0,0,0,0
940,Williamson County,74,Ravenwood High School,No,2020,Student with Disabilities,11,0,0,1,1,103,10.7,0,0,1,1
940,Williamson County,76,Scales Elementary,No,2020,Black/Hispanic/Native American,0,0,0,0,0,42,0,0,0,0,0
940,Williamson County,76,Scales Elementary,No,2020,Economically Disadvantaged,0,0,0,0,0,2,0,0,0,0,0
940,Williamson County,76,Scales Elementary,No,2020,English Language Learner,0,0,0,0,0,14,0,0,0,0,0
940,Williamson County,76,Scales Elementary,No,2020,Student with Disabilities,0,0,0,0,0,89,0,0,0,0,0
940,Williamson County,77,Sunset Elementary School,No,2020,Black/Hispanic/Native American,2,0,0,0,0,76,2.6,0,0,0,0
940,Williamson County,77,Sunset Elementary School,No,2020,Economically Disadvantaged,0,0,0,0,0,9,0,0,0,0,0
940,Williamson County,77,Sunset Elementary School,No,2020,English Language Learner,0,0,0,0,0,18,0,0,0,0,0
940,Williamson County,77,Sunset Elementary School,No,2020,Student with Disabilities,1,2,0,0,0,59,1.7,3.4,0,0,0
940,Williamson County,78,Sunset Middle School,No,2020,Black/Hispanic/Native American,8,0,0,0,0,94,8.5,0,0,0,0
940,Williamson County,78,Sunset Middle School,No,2020,Economically Disadvantaged,1,0,0,0,0,8,12.5,0,0,0,0
940,Williamson County,78,Sunset Middle School,No,2020,English Language Learner,1,0,0,0,0,9,11.1,0,0,0,0
940,Williamson County,78,Sunset Middle School,No,2020,Student with Disabilities,6,0,0,1,0,44,13.6,0,0,2.3,0
940,Williamson County,79,Summit High School,No,2020,Black/Hispanic/Native American,36,1,0,3,2,269,13.4,0.4,0,1.1,0.7
940,Williamson County,79,Summit High School,No,2020,Economically Disadvantaged,7,0,0,2,0,50,14,0,0,4,0
940,Williamson County,79,Summit High School,No,2020,English Language Learner,0,0,0,1,1,7,0,0,0,14.3,14.3
940,Williamson County,79,Summit High School,No,2020,Student with Disabilities,37,2,0,5,4,185,20,1.1,0,2.7,2.2
940,Williamson County,80,Trinity Elementary,No,2020,Black/Hispanic/Native American,0,0,0,0,0,85,0,0,0,0,0
940,Williamson County,80,Trinity Elementary,No,2020,Economically Disadvantaged,0,0,0,0,0,21,0,0,0,0,0
940,Williamson County,80,Trinity Elementary,No,2020,English Language Learner,0,0,0,0,0,13,0,0,0,0,0
940,Williamson County,80,Trinity Elementary,No,2020,Student with Disabilities,0,0,0,0,0,63,0,0,0,0,0
940,Williamson County,81,Thompson's Station Elementary School,No,2020,Black/Hispanic/Native American,0,0,0,0,0,85,0,0,0,0,0
940,Williamson County,81,Thompson's Station Elementary School,No,2020,Economically Disadvantaged,0,0,0,0,0,25,0,0,0,0,0
940,Williamson County,81,Thompson's Station Elementary School,No,2020,English Language Learner,0,0,0,0,0,9,0,0,0,0,0
940,Williamson County,81,Thompson's Station Elementary School,No,2020,Student with Disabilities,0,0,0,1,0,73,0,0,0,1.4,0
940,Williamson County,82,Thompson's Station Middle School,No,2020,Black/Hispanic/Native American,4,0,0,2,1,79,5.1,0,0,2.5,1.3
940,Williamson County,82,Thompson's Station Middle School,No,2020,Economically Disadvantaged,2,0,0,0,0,17,11.8,0,0,0,0
940,Williamson County,82,Thompson's Station Middle School,No,2020,English Language Learner,0,0,0,0,0,5,0,0,0,0,0
940,Williamson County,82,Thompson's Station Middle School,No,2020,Student with Disabilities,7,1,0,3,2,84,8.3,1.2,0,3.6,2.4
940,Williamson County,83,Walnut Grove Elementary,No,2020,Black/Hispanic/Native American,1,1,0,0,0,46,2.2,2.2,0,0,0
940,Williamson County,83,Walnut Grove Elementary,No,2020,Economically Disadvantaged,0,0,0,0,0,16,0,0,0,0,0
940,Williamson County,83,Walnut Grove Elementary,No,2020,English Language Learner,0,0,0,0,0,20,0,0,0,0,0
940,Williamson County,83,Walnut Grove Elementary,No,2020,Student with Disabilities,1,0,0,0,0,72,1.4,0,0,0,0
940,Williamson County,84,Woodland Middle School,No,2020,Black/Hispanic/Native American,2,0,0,0,0,96,2.1,0,0,0,0
940,Williamson County,84,Woodland Middle School,No,2020,Economically Disadvantaged,0,0,0,0,0,6,0,0,0,0,0
940,Williamson County,84,Woodland Middle School,No,2020,English Language Learner,1,0,0,0,0,20,5,0,0,0,0
940,Williamson County,84,Woodland Middle School,No,2020,Student with Disabilities,2,1,0,0,0,64,3.1,1.6,0,0,0
940,Williamson County,88,Westwood Elementary School,No,2020,Black/Hispanic/Native American,0,3,0,0,0,69,0,4.3,0,0,0
940,Williamson County,88,Westwood Elementary School,No,2020,Economically Disadvantaged,0,1,0,0,0,85,0,1.2,0,0,0
940,Williamson County,88,Westwood Elementary School,No,2020,English Language Learner,0,0,0,0,0,13,0,0,0,0,0
940,Williamson County,88,Westwood Elementary School,No,2020,Student with Disabilities,0,3,0,0,0,68,0,4.4,0,0,0
940,Williamson County,89,Winstead Elementary School,No,2020,Black/Hispanic/Native American,0,0,0,0,0,81,0,0,0,0,0
940,Williamson County,89,Winstead Elementary School,No,2020,Economically Disadvantaged,0,0,0,0,0,27,0,0,0,0,0
940,Williamson County,89,Winstead Elementary School,No,2020,English Language Learner,0,0,0,0,0,9,0,0,0,0,0
940,Williamson County,89,Winstead Elementary School,No,2020,Student with Disabilities,1,1,0,0,0,84,1.2,1.2,0,0,0
940,Williamson County,,,,2020,Black/Hispanic/Native American,254,12,0,45,13,5156,4.9,0.2,0,0.9,0.3
940,Williamson County,,,,2020,Economically Disadvantaged,82,5,0,20,2,1127,7.3,0.4,0,1.8,0.2
940,Williamson County,,,,2020,English Language Learner,25,3,0,1,1,632,4,0.5,0,0.2,0.2
940,Williamson County,,,,2020,Student with Disabilities,210,36,0,41,17,3956,5.3,0.9,0,1,0.4
941,Franklin SSD,5,Johnson Elementary,No,2020,Black/Hispanic/Native American,0,0,0,0,0,186,0,0,0,0,0
941,Franklin SSD,5,Johnson Elementary,No,2020,Economically Disadvantaged,0,0,0,0,0,81,0,0,0,0,0
941,Franklin SSD,5,Johnson Elementary,No,2020,English Language Learner,0,0,0,0,0,53,0,0,0,0,0
941,Franklin SSD,5,Johnson Elementary,No,2020,Student with Disabilities,0,0,0,0,0,52,0,0,0,0,0
941,Franklin SSD,10,Franklin Elementary,No,2020,Black/Hispanic/Native American,1,0,0,0,0,105,1,0,0,0,0
941,Franklin SSD,10,Franklin Elementary,No,2020,Economically Disadvantaged,0,0,0,0,0,58,0,0,0,0,0
941,Franklin SSD,10,Franklin Elementary,No,2020,English Language Learner,0,0,0,0,0,13,0,0,0,0,0
941,Franklin SSD,10,Franklin Elementary,No,2020,Student with Disabilities,0,0,0,0,0,40,0,0,0,0,0
941,Franklin SSD,21,Freedom Intermediate,No,2020,Black/Hispanic/Native American,13,2,0,0,0,279,4.7,0.7,0,0,0
941,Franklin SSD,21,Freedom Intermediate,No,2020,Economically Disadvantaged,6,1,0,0,0,91,6.6,1.1,0,0,0
941,Franklin SSD,21,Freedom Intermediate,No,2020,English Language Learner,2,0,0,0,0,26,7.7,0,0,0,0
941,Franklin SSD,21,Freedom Intermediate,No,2020,Student with Disabilities,4,3,0,0,0,70,5.7,4.3,0,0,0
941,Franklin SSD,22,Freedom Middle School,No,2020,Black/Hispanic/Native American,8,0,0,5,0,256,3.1,0,0,2,0
941,Franklin SSD,22,Freedom Middle School,No,2020,Economically Disadvantaged,4,1,0,2,0,84,4.8,1.2,0,2.4,0
941,Franklin SSD,22,Freedom Middle School,No,2020,English Language Learner,1,0,0,0,0,25,4,0,0,0,0
941,Franklin SSD,22,Freedom Middle School,No,2020,Student with Disabilities,4,1,0,3,0,69,5.8,1.4,0,4.3,0
941,Franklin SSD,25,Liberty Elementary,No,2020,Black/Hispanic/Native American,1,3,0,0,0,199,0.5,1.5,0,0,0
941,Franklin SSD,25,Liberty Elementary,No,2020,Economically Disadvantaged,1,2,0,0,0,64,1.6,3.1,0,0,0
941,Franklin SSD,25,Liberty Elementary,No,2020,English Language Learner,0,1,0,0,0,57,0,1.8,0,0,0
941,Franklin SSD,25,Liberty Elementary,No,2020,Student with Disabilities,0,0,0,0,0,47,0,0,0,0,0
941,Franklin SSD,30,Moore Elementary,No,2020,Black/Hispanic/Native American,0,0,0,0,0,143,0,0,0,0,0
941,Franklin SSD,30,Moore Elementary,No,2020,Economically Disadvantaged,0,0,0,0,0,43,0,0,0,0,0
941,Franklin SSD,30,Moore Elementary,No,2020,English Language Learner,0,0,0,0,0,68,0,0,0,0,0
941,Franklin SSD,30,Moore Elementary,No,2020,Student with Disabilities,0,0,0,0,0,73,0,0,0,0,0
941,Franklin SSD,35,Poplar Grove K-4,No,2020,Black/Hispanic/Native American,0,0,0,0,0,164,0,0,0,0,0
941,Franklin SSD,35,Poplar Grove K-4,No,2020,Economically Disadvantaged,0,0,0,0,0,64,0,0,0,0,0
941,Franklin SSD,35,Poplar Grove K-4,No,2020,English Language Learner,0,0,0,0,0,82,0,0,0,0,0
941,Franklin SSD,35,Poplar Grove K-4,No,2020,Student with Disabilities,0,0,0,0,0,37,0,0,0,0,0
941,Franklin SSD,40,Poplar Grove 5-8,No,2020,Black/Hispanic/Native American,8,0,0,0,0,144,5.6,0,0,0,0
941,Franklin SSD,40,Poplar Grove 5-8,No,2020,Economically Disadvantaged,5,0,0,0,0,49,10.2,0,0,0,0
941,Franklin SSD,40,Poplar Grove 5-8,No,2020,English Language Learner,1,0,0,0,0,25,4,0,0,0,0
941,Franklin SSD,40,Poplar Grove 5-8,No,2020,Student with Disabilities,7,0,0,0,0,53,13.2,0,0,0,0
941,Franklin SSD,,,,2020,Black/Hispanic/Native American,31,5,0,5,0,1468,2.1,0.3,0,0.3,0
941,Franklin SSD,,,,2020,Economically Disadvantaged,16,4,0,2,0,533,3,0.8,0,0.4,0
941,Franklin SSD,,,,2020,English Language Learner,4,1,0,0,0,344,1.2,0.3,0,0,0
941,Franklin SSD,,,,2020,Student with Disabilities,15,4,0,3,0,440,3.4,0.9,0,0.7,0
950,Wilson County,5,Carroll Oakland Elementary,No,2020,Black/Hispanic/Native American,6,4,0,0,0,107,5.6,3.7,0,0,0
950,Wilson County,5,Carroll Oakland Elementary,No,2020,Economically Disadvantaged,8,7,0,0,0,136,5.9,5.1,0,0,0
950,Wilson County,5,Carroll Oakland Elementary,No,2020,English Language Learner,1,0,0,0,0,22,4.5,0,0,0,0
950,Wilson County,5,Carroll Oakland Elementary,No,2020,Student with Disabilities,6,7,0,0,0,113,5.3,6.2,0,0,0
950,Wilson County,10,Gladeville Elementary,No,2020,Black/Hispanic/Native American,4,1,0,0,0,86,4.7,1.2,0,0,0
950,Wilson County,10,Gladeville Elementary,No,2020,Economically Disadvantaged,4,0,0,0,0,97,4.1,0,0,0,0
950,Wilson County,10,Gladeville Elementary,No,2020,English Language Learner,0,0,0,0,0,12,0,0,0,0,0
950,Wilson County,10,Gladeville Elementary,No,2020,Student with Disabilities,4,1,0,0,0,103,3.9,1,0,0,0
950,Wilson County,11,Gladeville Middle School,No,2020,Black/Hispanic/Native American,26,16,0,0,0,161,16.1,9.9,0,0,0
950,Wilson County,11,Gladeville Middle School,No,2020,Economically Disadvantaged,19,18,0,0,0,108,17.6,16.7,0,0,0
950,Wilson County,11,Gladeville Middle School,No,2020,English Language Learner,5,3,0,0,0,28,17.9,10.7,0,0,0
950,Wilson County,11,Gladeville Middle School,No,2020,Student with Disabilities,16,13,0,0,0,82,19.5,15.9,0,0,0
950,Wilson County,15,Springdale Elementary School,No,2020,Black/Hispanic/Native American,2,0,0,0,0,122,1.6,0,0,0,0
950,Wilson County,15,Springdale Elementary School,No,2020,Economically Disadvantaged,1,0,0,0,0,53,1.9,0,0,0,0
950,Wilson County,15,Springdale Elementary School,No,2020,English Language Learner,0,0,0,0,0,21,0,0,0,0,0
950,Wilson County,15,Springdale Elementary School,No,2020,Student with Disabilities,1,4,0,0,0,87,1.1,4.6,0,0,0
950,Wilson County,20,Lakeview Elementary School,No,2020,Black/Hispanic/Native American,0,3,0,0,0,49,0,6.1,0,0,0
950,Wilson County,20,Lakeview Elementary School,No,2020,Economically Disadvantaged,1,3,0,0,0,68,1.5,4.4,0,0,0
950,Wilson County,20,Lakeview Elementary School,No,2020,English Language Learner,0,0,0,0,0,5,0,0,0,0,0
950,Wilson County,20,Lakeview Elementary School,No,2020,Student with Disabilities,2,1,0,0,0,99,2,1,0,0,0
950,Wilson County,25,Lebanon High School,No,2020,Black/Hispanic/Native American,85,53,6,11,6,592,14.4,9,1,1.9,1
950,Wilson County,25,Lebanon High School,No,2020,Economically Disadvantaged,71,55,2,13,7,447,15.9,12.3,0.4,2.9,1.6
950,Wilson County,25,Lebanon High School,No,2020,English Language Learner,4,2,0,0,0,70,5.7,2.9,0,0,0
950,Wilson County,25,Lebanon High School,No,2020,Student with Disabilities,26,31,0,4,1,245,10.6,12.7,0,1.6,0.4
950,Wilson County,30,Mt. Juliet High School,No,2020,Black/Hispanic/Native American,18,20,0,0,1,370,4.9,5.4,0,0,0.3
950,Wilson County,30,Mt. Juliet High School,No,2020,Economically Disadvantaged,12,22,0,0,2,174,6.9,12.6,0,0,1.1
950,Wilson County,30,Mt. Juliet High School,No,2020,English Language Learner,0,1,0,0,0,32,0,3.1,0,0,0
950,Wilson County,30,Mt. Juliet High School,No,2020,Student with Disabilities,16,26,0,0,1,273,5.9,9.5,0,0,0.4
950,Wilson County,32,Mt. Juliet Middle School,No,2020,Black/Hispanic/Native American,24,10,0,1,1,202,11.9,5,0,0.5,0.5
950,Wilson County,32,Mt. Juliet Middle School,No,2020,Economically Disadvantaged,21,7,0,1,0,126,16.7,5.6,0,0.8,0
950,Wilson County,32,Mt. Juliet Middle School,No,2020,English Language Learner,0,1,0,0,0,20,0,5,0,0,0
950,Wilson County,32,Mt. Juliet Middle School,No,2020,Student with Disabilities,17,8,0,0,1,132,12.9,6.1,0,0,0.8
950,Wilson County,33,West Wilson Middle School,No,2020,Black/Hispanic/Native American,9,19,0,0,0,229,3.9,8.3,0,0,0
950,Wilson County,33,West Wilson Middle School,No,2020,Economically Disadvantaged,7,8,0,0,0,128,5.5,6.2,0,0,0
950,Wilson County,33,West Wilson Middle School,No,2020,English Language Learner,2,2,0,0,0,24,8.3,8.3,0,0,0
950,Wilson County,33,West Wilson Middle School,No,2020,Student with Disabilities,9,12,0,0,0,132,6.8,9.1,0,0,0
950,Wilson County,35,Mt. Juliet Elementary,No,2020,Black/Hispanic/Native American,2,0,0,0,0,114,1.8,0,0,0,0
950,Wilson County,35,Mt. Juliet Elementary,No,2020,Economically Disadvantaged,1,1,0,0,0,51,2,2,0,0,0
950,Wilson County,35,Mt. Juliet Elementary,No,2020,English Language Learner,0,0,0,0,0,22,0,0,0,0,0
950,Wilson County,35,Mt. Juliet Elementary,No,2020,Student with Disabilities,5,0,0,0,0,74,6.8,0,0,0,0
950,Wilson County,46,Rutland Elementary,No,2020,Black/Hispanic/Native American,8,1,0,0,0,234,3.4,0.4,0,0,0
950,Wilson County,46,Rutland Elementary,No,2020,Economically Disadvantaged,5,0,0,0,0,157,3.2,0,0,0,0
950,Wilson County,46,Rutland Elementary,No,2020,English Language Learner,0,0,0,0,0,85,0,0,0,0,0
950,Wilson County,46,Rutland Elementary,No,2020,Student with Disabilities,5,2,0,0,0,153,3.3,1.3,0,0,0
950,Wilson County,50,Southside Elementary,No,2020,Black/Hispanic/Native American,5,1,0,0,0,122,4.1,0.8,0,0,0
950,Wilson County,50,Southside Elementary,No,2020,Economically Disadvantaged,7,2,0,0,0,181,3.9,1.1,0,0,0
950,Wilson County,50,Southside Elementary,No,2020,English Language Learner,0,0,0,0,0,18,0,0,0,0,0
950,Wilson County,50,Southside Elementary,No,2020,Student with Disabilities,4,3,0,0,0,129,3.1,2.3,0,0,0
950,Wilson County,52,Stoner Creek Elementary,No,2020,Black/Hispanic/Native American,3,0,0,0,0,150,2,0,0,0,0
950,Wilson County,52,Stoner Creek Elementary,No,2020,Economically Disadvantaged,2,1,0,0,0,64,3.1,1.6,0,0,0
950,Wilson County,52,Stoner Creek Elementary,No,2020,English Language Learner,1,1,0,0,0,58,1.7,1.7,0,0,0
950,Wilson County,52,Stoner Creek Elementary,No,2020,Student with Disabilities,1,0,0,0,0,86,1.2,0,0,0,0
950,Wilson County,55,Tuckers Crossroads Elementary,No,2020,Black/Hispanic/Native American,4,1,0,0,0,62,6.5,1.6,0,0,0
950,Wilson County,55,Tuckers Crossroads Elementary,No,2020,Economically Disadvantaged,10,5,0,0,0,96,10.4,5.2,0,0,0
950,Wilson County,55,Tuckers Crossroads Elementary,No,2020,English Language Learner,0,0,0,0,0,8,0,0,0,0,0
950,Wilson County,55,Tuckers Crossroads Elementary,No,2020,Student with Disabilities,9,4,0,0,0,77,11.7,5.2,0,0,0
950,Wilson County,60,Watertown High School,No,2020,Black/Hispanic/Native American,2,4,0,0,0,44,4.5,9.1,0,0,0
950,Wilson County,60,Watertown High School,No,2020,Economically Disadvantaged,11,18,0,0,1,92,12,19.6,0,0,1.1
950,Wilson County,60,Watertown High School,No,2020,English Language Learner,0,0,0,0,0,3,0,0,0,0,0
950,Wilson County,60,Watertown High School,No,2020,Student with Disabilities,6,7,0,0,0,83,7.2,8.4,0,0,0
950,Wilson County,63,Watertown Elementary,No,2020,Black/Hispanic/Native American,0,0,0,0,0,55,0,0,0,0,0
950,Wilson County,63,Watertown Elementary,No,2020,Economically Disadvantaged,0,0,0,0,0,155,0,0,0,0,0
950,Wilson County,63,Watertown Elementary,No,2020,English Language Learner,0,0,0,0,0,7,0,0,0,0,0
950,Wilson County,63,Watertown Elementary,No,2020,Student with Disabilities,0,0,0,0,0,95,0,0,0,0,0
950,Wilson County,65,West Elementary,No,2020,Black/Hispanic/Native American,6,2,0,0,0,133,4.5,1.5,0,0,0
950,Wilson County,65,West Elementary,No,2020,Economically Disadvantaged,5,2,0,0,0,118,4.2,1.7,0,0,0
950,Wilson County,65,West Elementary,No,2020,English Language Learner,0,0,0,0,0,37,0,0,0,0,0
950,Wilson County,65,West Elementary,No,2020,Student with Disabilities,4,2,0,0,0,113,3.5,1.8,0,0,0
950,Wilson County,73,Wilson Central High School,No,2020,Black/Hispanic/Native American,25,24,0,0,3,376,6.6,6.4,0,0,0.8
950,Wilson County,73,Wilson Central High School,No,2020,Economically Disadvantaged,18,29,0,0,2,230,7.8,12.6,0,0,0.9
950,Wilson County,73,Wilson Central High School,No,2020,English Language Learner,6,5,0,0,1,43,14,11.6,0,0,2.3
950,Wilson County,73,Wilson Central High School,No,2020,Student with Disabilities,12,29,0,0,3,218,5.5,13.3,0,0,1.4
950,Wilson County,80,W A Wright Elementary,No,2020,Black/Hispanic/Native American,1,0,0,0,0,107,0.9,0,0,0,0
950,Wilson County,80,W A Wright Elementary,No,2020,Economically Disadvantaged,2,1,0,0,0,108,1.9,0.9,0,0,0
950,Wilson County,80,W A Wright Elementary,No,2020,English Language Learner,0,0,0,0,0,12,0,0,0,0,0
950,Wilson County,80,W A Wright Elementary,No,2020,Student with Disabilities,2,1,0,0,0,81,2.5,1.2,0,0,0
950,Wilson County,85,Wilson Co Adult High School,No,2020,Black/Hispanic/Native American,0,0,0,0,0,3,0,0,0,0,0
950,Wilson County,85,Wilson Co Adult High School,No,2020,Economically Disadvantaged,0,0,0,0,0,5,0,0,0,0,0
950,Wilson County,85,Wilson Co Adult High School,No,2020,Student with Disabilities,0,0,0,0,0,4,0,0,0,0,0
950,Wilson County,87,Barry Tatum Academy,No,2020,Black/Hispanic/Native American,3,4,0,0,0,41,7.3,9.8,0,0,0
950,Wilson County,87,Barry Tatum Academy,No,2020,Economically Disadvantaged,8,8,0,0,0,44,18.2,18.2,0,0,0
950,Wilson County,87,Barry Tatum Academy,No,2020,English Language Learner,0,0,0,0,0,1,0,0,0,0,0
950,Wilson County,87,Barry Tatum Academy,No,2020,Student with Disabilities,5,3,0,0,0,29,17.2,10.3,0,0,0
950,Wilson County,90,Elzie D Patton Elementary School,No,2020,Black/Hispanic/Native American,0,5,0,0,0,138,0,3.6,0,0,0
950,Wilson County,90,Elzie D Patton Elementary School,No,2020,Economically Disadvantaged,0,5,0,0,0,103,0,4.9,0,0,0
950,Wilson County,90,Elzie D Patton Elementary School,No,2020,English Language Learner,0,0,0,0,0,43,0,0,0,0,0
950,Wilson County,90,Elzie D Patton Elementary School,No,2020,Student with Disabilities,0,6,0,0,0,78,0,7.7,0,0,0
950,Wilson County,95,Watertown Middle School,No,2020,Black/Hispanic/Native American,3,1,0,0,0,27,11.1,3.7,0,0,0
950,Wilson County,95,Watertown Middle School,No,2020,Economically Disadvantaged,12,4,0,0,0,83,14.5,4.8,0,0,0
950,Wilson County,95,Watertown Middle School,No,2020,English Language Learner,0,0,0,0,0,2,0,0,0,0,0
950,Wilson County,95,Watertown Middle School,No,2020,Student with Disabilities,7,1,0,0,0,39,17.9,2.6,0,0,0
950,Wilson County,,,,2020,Black/Hispanic/Native American,234,166,6,12,11,3454,6.8,4.8,0.2,0.3,0.3
950,Wilson County,,,,2020,Economically Disadvantaged,220,192,3,14,14,2760,8,7,0.1,0.5,0.5
950,Wilson County,,,,2020,English Language Learner,19,15,0,0,1,568,3.3,2.6,0,0,0.2
950,Wilson County,,,,2020,Student with Disabilities,155,160,0,5,7,2478,6.3,6.5,0,0.2,0.3
951,Lebanon,5,Byars Dowdy Elementary,No,2020,Black/Hispanic/Native American,6,4,0,0,3,304,2,1.3,0,0,1
951,Lebanon,5,Byars Dowdy Elementary,No,2020,Economically Disadvantaged,9,6,0,0,3,251,3.6,2.4,0,0,1.2
951,Lebanon,5,Byars Dowdy Elementary,No,2020,English Language Learner,0,0,0,0,0,94,0,0,0,0,0
951,Lebanon,5,Byars Dowdy Elementary,No,2020,Student with Disabilities,4,3,0,0,2,89,4.5,3.4,0,0,2.2
951,Lebanon,7,Coles Ferry Elementary,No,2020,Black/Hispanic/Native American,3,0,0,0,0,243,1.2,0,0,0,0
951,Lebanon,7,Coles Ferry Elementary,No,2020,Economically Disadvantaged,4,3,0,0,0,278,1.4,1.1,0,0,0
951,Lebanon,7,Coles Ferry Elementary,No,2020,English Language Learner,0,0,0,0,0,41,0,0,0,0,0
