year,district_number,district_name,subgroup,graduation cohort,graduation count,graduation rate
2019,610,Meigs County,Non-English Learners/Transitional 1-4,124,122,98.4
2019,610,Meigs County,Non-Homeless,122,120,98.4
2019,610,Meigs County,Non-Migrant,124,122,98.4
2019,610,Meigs County,Non-Students with Disabilities,108,**,**
2019,610,Meigs County,Students with Disabilities,16,15,93.8
2019,610,Meigs County,White,119,117,98.3
2019,620,Monroe County,All Students,525,490,93.3
2019,620,Monroe County,American Indian or Alaska Native,0,*,*
2019,620,Monroe County,Asian,7,*,*
2019,620,Monroe County,Black or African American,16,**,**
2019,620,Monroe County,Black/Hispanic/Native American,51,48,94.1
2019,620,Monroe County,Economically Disadvantaged,171,159,93
2019,620,Monroe County,English Learners with Transitional 1-4,11,9,81.8
2019,620,Monroe County,Female,236,225,95.3
2019,620,Monroe County,Hispanic,35,32,91.4
2019,620,Monroe County,Homeless,6,*,*
2019,620,Monroe County,Male,289,265,91.7
2019,620,Monroe County,Native Hawaiian or Other Pacific Islander,2,*,*
2019,620,Monroe County,Non-Black/Hispanic/Native American,474,442,93.2
2019,620,Monroe County,Non-Economically Disadvantaged,354,331,93.5
2019,620,Monroe County,Non-English Learners/Transitional 1-4,514,481,93.6
2019,620,Monroe County,Non-Homeless,519,484,93.3
2019,620,Monroe County,Non-Migrant,525,490,93.3
2019,620,Monroe County,Non-Students with Disabilities,445,422,94.8
2019,620,Monroe County,Students with Disabilities,80,68,85
2019,620,Monroe County,White,465,435,93.5
2019,630,Montgomery County,All Students,2392,2260,94.5
2019,630,Montgomery County,American Indian or Alaska Native,22,21,95.5
2019,630,Montgomery County,Asian,67,64,95.5
2019,630,Montgomery County,Black or African American,717,675,94.1
2019,630,Montgomery County,Black/Hispanic/Native American,1033,969,93.8
2019,630,Montgomery County,Economically Disadvantaged,815,739,90.7
2019,630,Montgomery County,English Learners with Transitional 1-4,65,53,81.5
2019,630,Montgomery County,Female,1188,1147,96.5
2019,630,Montgomery County,Hispanic,294,273,92.9
2019,630,Montgomery County,Homeless,107,94,87.9
2019,630,Montgomery County,Male,1204,1113,92.4
2019,630,Montgomery County,Migrant,2,*,*
2019,630,Montgomery County,Native Hawaiian or Other Pacific Islander,26,25,96.2
2019,630,Montgomery County,Non-Black/Hispanic/Native American,1359,1291,95
2019,630,Montgomery County,Non-Economically Disadvantaged,1577,1521,96.4
2019,630,Montgomery County,Non-English Learners/Transitional 1-4,2327,2207,94.8
2019,630,Montgomery County,Non-Homeless,2285,2166,94.8
2019,630,Montgomery County,Non-Migrant,2390,2258,94.5
2019,630,Montgomery County,Non-Students with Disabilities,2075,2011,96.9
2019,630,Montgomery County,Students with Disabilities,317,249,78.5
2019,630,Montgomery County,White,1266,1202,94.9
2019,640,Moore County,All Students,70,67,95.7
2019,640,Moore County,Black or African American,2,*,*
2019,640,Moore County,Black/Hispanic/Native American,4,*,*
2019,640,Moore County,Economically Disadvantaged,21,19,90.5
2019,640,Moore County,Female,32,31,96.9
2019,640,Moore County,Hispanic,2,*,*
2019,640,Moore County,Homeless,1,*,*
2019,640,Moore County,Male,38,36,94.7
2019,640,Moore County,Native Hawaiian or Other Pacific Islander,1,*,*
2019,640,Moore County,Non-Black/Hispanic/Native American,66,63,95.5
2019,640,Moore County,Non-Economically Disadvantaged,49,48,98
2019,640,Moore County,Non-English Learners/Transitional 1-4,70,67,95.7
2019,640,Moore County,Non-Homeless,69,67,97.1
2019,640,Moore County,Non-Migrant,70,67,95.7
2019,640,Moore County,Non-Students with Disabilities,66,64,97
2019,640,Moore County,Students with Disabilities,4,*,*
2019,640,Moore County,White,65,62,95.4
2019,650,Morgan County,All Students,236,**,**
2019,650,Morgan County,American Indian or Alaska Native,1,*,*
2019,650,Morgan County,Asian,1,*,*
2019,650,Morgan County,Black or African American,4,*,*
2019,650,Morgan County,Black/Hispanic/Native American,5,*,*
2019,650,Morgan County,Economically Disadvantaged,116,**,**
2019,650,Morgan County,Female,119,**,**
2019,650,Morgan County,Hispanic,0,*,*
2019,650,Morgan County,Homeless,33,**,**
2019,650,Morgan County,Male,117,**,**
2019,650,Morgan County,Native Hawaiian or Other Pacific Islander,0,*,*
2019,650,Morgan County,Non-Black/Hispanic/Native American,231,**,**
2019,650,Morgan County,Non-Economically Disadvantaged,120,**,**
2019,650,Morgan County,Non-English Learners/Transitional 1-4,236,**,**
2019,650,Morgan County,Non-Homeless,203,**,**
2019,650,Morgan County,Non-Migrant,236,**,**
2019,650,Morgan County,Non-Students with Disabilities,200,**,**
2019,650,Morgan County,Students with Disabilities,36,35,97.2
2019,650,Morgan County,White,230,**,**
2019,660,Obion County,All Students,240,209,87.1
2019,660,Obion County,Asian,2,*,*
2019,660,Obion County,Black or African American,22,19,86.4
2019,660,Obion County,Black/Hispanic/Native American,33,28,84.8
2019,660,Obion County,Economically Disadvantaged,107,86,80.4
2019,660,Obion County,English Learners with Transitional 1-4,3,*,*
2019,660,Obion County,Female,115,105,91.3
2019,660,Obion County,Hispanic,11,9,81.8
2019,660,Obion County,Homeless,1,*,*
2019,660,Obion County,Male,125,104,83.2
2019,660,Obion County,Migrant,1,*,*
2019,660,Obion County,Non-Black/Hispanic/Native American,207,181,87.4
2019,660,Obion County,Non-Economically Disadvantaged,133,123,92.5
2019,660,Obion County,Non-English Learners/Transitional 1-4,237,208,87.8
2019,660,Obion County,Non-Homeless,239,208,87
2019,660,Obion County,Non-Migrant,239,209,87.4
2019,660,Obion County,Non-Students with Disabilities,206,184,89.3
2019,660,Obion County,Students with Disabilities,34,25,73.5
2019,660,Obion County,White,205,179,87.3
2019,661,Union City,All Students,120,109,90.8
2019,661,Union City,Black or African American,33,31,93.9
2019,661,Union City,Black/Hispanic/Native American,45,36,80
2019,661,Union City,Economically Disadvantaged,38,33,86.8
2019,661,Union City,English Learners with Transitional 1-4,4,*,*
2019,661,Union City,Female,55,49,89.1
2019,661,Union City,Hispanic,12,5,41.7
2019,661,Union City,Homeless,1,*,*
2019,661,Union City,Male,65,60,92.3
2019,661,Union City,Migrant,1,*,*
2019,661,Union City,Non-Black/Hispanic/Native American,75,73,97.3
2019,661,Union City,Non-Economically Disadvantaged,82,76,92.7
2019,661,Union City,Non-English Learners/Transitional 1-4,116,109,94
2019,661,Union City,Non-Homeless,119,108,90.8
2019,661,Union City,Non-Migrant,119,109,91.6
2019,661,Union City,Non-Students with Disabilities,109,98,89.9
2019,661,Union City,Students with Disabilities,11,**,**
2019,661,Union City,White,75,73,97.3
2019,670,Overton County,All Students,223,206,92.4
2019,670,Overton County,American Indian or Alaska Native,1,*,*
2019,670,Overton County,Asian,3,*,*
2019,670,Overton County,Black or African American,1,*,*
2019,670,Overton County,Black/Hispanic/Native American,4,*,*
2019,670,Overton County,Economically Disadvantaged,88,76,86.4
2019,670,Overton County,Female,117,108,92.3
2019,670,Overton County,Hispanic,2,*,*
2019,670,Overton County,Homeless,12,10,83.3
2019,670,Overton County,Male,106,98,92.5
2019,670,Overton County,Non-Black/Hispanic/Native American,219,202,92.2
2019,670,Overton County,Non-Economically Disadvantaged,135,130,96.3
2019,670,Overton County,Non-English Learners/Transitional 1-4,223,206,92.4
2019,670,Overton County,Non-Homeless,211,196,92.9
2019,670,Overton County,Non-Migrant,223,206,92.4
2019,670,Overton County,Non-Students with Disabilities,189,182,96.3
2019,670,Overton County,Students with Disabilities,34,24,70.6
2019,670,Overton County,White,216,200,92.6
2019,680,Perry County,All Students,69,66,95.7
2019,680,Perry County,Black or African American,2,*,*
2019,680,Perry County,Black/Hispanic/Native American,5,*,*
2019,680,Perry County,Economically Disadvantaged,30,27,90
2019,680,Perry County,Female,39,37,94.9
2019,680,Perry County,Hispanic,3,*,*
2019,680,Perry County,Homeless,3,*,*
2019,680,Perry County,Male,30,29,96.7
2019,680,Perry County,Non-Black/Hispanic/Native American,64,61,95.3
2019,680,Perry County,Non-Economically Disadvantaged,39,**,**
2019,680,Perry County,Non-English Learners/Transitional 1-4,69,66,95.7
2019,680,Perry County,Non-Homeless,66,65,98.5
2019,680,Perry County,Non-Migrant,69,66,95.7
2019,680,Perry County,Non-Students with Disabilities,57,56,98.2
2019,680,Perry County,Students with Disabilities,12,10,83.3
2019,680,Perry County,White,64,61,95.3
2019,690,Pickett County,All Students,41,39,95.1
2019,690,Pickett County,Black/Hispanic/Native American,2,*,*
2019,690,Pickett County,Economically Disadvantaged,13,11,84.6
2019,690,Pickett County,Female,17,**,**
2019,690,Pickett County,Hispanic,2,*,*
2019,690,Pickett County,Male,24,22,91.7
2019,690,Pickett County,Non-Black/Hispanic/Native American,39,37,94.9
2019,690,Pickett County,Non-Economically Disadvantaged,28,**,**
2019,690,Pickett County,Non-English Learners/Transitional 1-4,41,39,95.1
2019,690,Pickett County,Non-Homeless,41,39,95.1
2019,690,Pickett County,Non-Migrant,41,39,95.1
2019,690,Pickett County,Non-Students with Disabilities,36,35,97.2
2019,690,Pickett County,Students with Disabilities,5,*,*
2019,690,Pickett County,White,39,37,94.9
2019,700,Polk County,All Students,182,165,90.7
2019,700,Polk County,American Indian or Alaska Native,1,*,*
2019,700,Polk County,Black or African American,1,*,*
2019,700,Polk County,Black/Hispanic/Native American,7,*,*
2019,700,Polk County,Economically Disadvantaged,80,69,86.3
2019,700,Polk County,Female,79,74,93.7
2019,700,Polk County,Hispanic,5,*,*
2019,700,Polk County,Homeless,18,15,83.3
2019,700,Polk County,Male,103,91,88.3
2019,700,Polk County,Non-Black/Hispanic/Native American,175,158,90.3
2019,700,Polk County,Non-Economically Disadvantaged,102,96,94.1
2019,700,Polk County,Non-English Learners/Transitional 1-4,182,165,90.7
2019,700,Polk County,Non-Homeless,164,150,91.5
2019,700,Polk County,Non-Migrant,182,165,90.7
2019,700,Polk County,Non-Students with Disabilities,157,147,93.6
2019,700,Polk County,Students with Disabilities,25,18,72
2019,700,Polk County,White,175,158,90.3
2019,710,Putnam County,All Students,822,749,91.1
2019,710,Putnam County,American Indian or Alaska Native,2,*,*
2019,710,Putnam County,Asian,11,**,**
2019,710,Putnam County,Black or African American,27,22,81.5
2019,710,Putnam County,Black/Hispanic/Native American,161,139,86.3
2019,710,Putnam County,Economically Disadvantaged,320,279,87.2
2019,710,Putnam County,English Learners with Transitional 1-4,45,34,75.6
2019,710,Putnam County,Female,391,366,93.6
2019,710,Putnam County,Hispanic,132,115,87.1
2019,710,Putnam County,Homeless,31,26,83.9
2019,710,Putnam County,Male,431,383,88.9
2019,710,Putnam County,Migrant,1,*,*
2019,710,Putnam County,Native Hawaiian or Other Pacific Islander,1,*,*
2019,710,Putnam County,Non-Black/Hispanic/Native American,661,610,92.3
2019,710,Putnam County,Non-Economically Disadvantaged,502,470,93.6
2019,710,Putnam County,Non-English Learners/Transitional 1-4,777,715,92
2019,710,Putnam County,Non-Homeless,791,723,91.4
2019,710,Putnam County,Non-Migrant,821,749,91.2
2019,710,Putnam County,Non-Students with Disabilities,677,635,93.8
2019,710,Putnam County,Students with Disabilities,145,114,78.6
2019,710,Putnam County,White,649,598,92.1
2019,720,Rhea County,All Students,349,322,92.3
2019,720,Rhea County,American Indian or Alaska Native,2,*,*
2019,720,Rhea County,Asian,2,*,*
2019,720,Rhea County,Black or African American,17,15,88.2
2019,720,Rhea County,Black/Hispanic/Native American,52,46,88.5
2019,720,Rhea County,Economically Disadvantaged,184,164,89.1
2019,720,Rhea County,English Learners with Transitional 1-4,10,6,60
2019,720,Rhea County,Female,170,158,92.9
2019,720,Rhea County,Hispanic,33,29,87.9
2019,720,Rhea County,Homeless,26,19,73.1
2019,720,Rhea County,Male,179,164,91.6
2019,720,Rhea County,Migrant,5,*,*
2019,720,Rhea County,Non-Black/Hispanic/Native American,297,276,92.9
2019,720,Rhea County,Non-Economically Disadvantaged,165,158,95.8
2019,720,Rhea County,Non-English Learners/Transitional 1-4,339,316,93.2
2019,720,Rhea County,Non-Homeless,323,303,93.8
2019,720,Rhea County,Non-Migrant,344,319,92.7
2019,720,Rhea County,Non-Students with Disabilities,304,290,95.4
2019,720,Rhea County,Students with Disabilities,45,32,71.1
2019,720,Rhea County,White,295,274,92.9
2019,730,Roane County,All Students,509,477,93.7
2019,730,Roane County,American Indian or Alaska Native,1,*,*
2019,730,Roane County,Asian,6,*,*
2019,730,Roane County,Black or African American,27,26,96.3
2019,730,Roane County,Black/Hispanic/Native American,37,35,94.6
2019,730,Roane County,Economically Disadvantaged,203,179,88.2
2019,730,Roane County,English Learners with Transitional 1-4,1,*,*
2019,730,Roane County,Female,226,214,94.7
2019,730,Roane County,Hispanic,9,*,*
2019,730,Roane County,Homeless,15,13,86.7
2019,730,Roane County,Male,283,263,92.9
2019,730,Roane County,Native Hawaiian or Other Pacific Islander,1,*,*
2019,730,Roane County,Non-Black/Hispanic/Native American,472,442,93.6
2019,730,Roane County,Non-Economically Disadvantaged,306,298,97.4
2019,730,Roane County,Non-English Learners/Transitional 1-4,508,476,93.7
2019,730,Roane County,Non-Homeless,494,464,93.9
2019,730,Roane County,Non-Migrant,509,477,93.7
2019,730,Roane County,Non-Students with Disabilities,440,428,97.3
2019,730,Roane County,Students with Disabilities,69,49,71
2019,730,Roane County,White,465,435,93.5
2019,740,Robertson County,All Students,794,754,95
2019,740,Robertson County,American Indian or Alaska Native,4,*,*
2019,740,Robertson County,Asian,8,*,*
2019,740,Robertson County,Black or African American,72,67,93.1
2019,740,Robertson County,Black/Hispanic/Native American,170,159,93.5
2019,740,Robertson County,Economically Disadvantaged,283,261,92.2
2019,740,Robertson County,English Learners with Transitional 1-4,22,21,95.5
2019,740,Robertson County,Female,358,353,98.6
2019,740,Robertson County,Hispanic,94,88,93.6
2019,740,Robertson County,Homeless,37,32,86.5
2019,740,Robertson County,Male,436,401,92
2019,740,Robertson County,Migrant,2,*,*
2019,740,Robertson County,Native Hawaiian or Other Pacific Islander,1,*,*
2019,740,Robertson County,Non-Black/Hispanic/Native American,624,595,95.4
2019,740,Robertson County,Non-Economically Disadvantaged,511,493,96.5
2019,740,Robertson County,Non-English Learners/Transitional 1-4,772,733,94.9
2019,740,Robertson County,Non-Homeless,757,722,95.4
2019,740,Robertson County,Non-Migrant,792,752,94.9
2019,740,Robertson County,Non-Students with Disabilities,677,656,96.9
2019,740,Robertson County,Students with Disabilities,117,98,83.8
2019,740,Robertson County,White,615,586,95.3
2019,750,Rutherford County,All Students,3921,3747,95.6
2019,750,Rutherford County,American Indian or Alaska Native,8,*,*
2019,750,Rutherford County,Asian,188,185,98.4
2019,750,Rutherford County,Black or African American,860,815,94.8
2019,750,Rutherford County,Black/Hispanic/Native American,1398,1328,95
2019,750,Rutherford County,Economically Disadvantaged,1221,1129,92.5
2019,750,Rutherford County,English Learners with Transitional 1-4,190,184,96.8
2019,750,Rutherford County,Female,1982,1922,97
2019,750,Rutherford County,Hispanic,530,505,95.3
2019,750,Rutherford County,Homeless,219,191,87.2
2019,750,Rutherford County,Male,1939,1825,94.1
2019,750,Rutherford County,Native Hawaiian or Other Pacific Islander,9,*,*
2019,750,Rutherford County,Non-Black/Hispanic/Native American,2523,2419,95.9
2019,750,Rutherford County,Non-Economically Disadvantaged,2700,2618,97
2019,750,Rutherford County,Non-English Learners/Transitional 1-4,3731,3563,95.5
2019,750,Rutherford County,Non-Homeless,3702,3556,96.1
2019,750,Rutherford County,Non-Migrant,3921,3747,95.6
2019,750,Rutherford County,Non-Students with Disabilities,3510,3432,97.8
2019,750,Rutherford County,Students with Disabilities,411,315,76.6
2019,750,Rutherford County,White,2326,2227,95.7
2019,751,Murfreesboro,All Students,0,*,*
2019,751,Murfreesboro,Black/Hispanic/Native American,0,*,*
2019,751,Murfreesboro,Female,0,*,*
2019,751,Murfreesboro,Hispanic,0,*,*
2019,751,Murfreesboro,Non-Economically Disadvantaged,0,*,*
2019,751,Murfreesboro,Non-English Learners/Transitional 1-4,0,*,*
2019,751,Murfreesboro,Non-Homeless,0,*,*
2019,751,Murfreesboro,Non-Migrant,0,*,*
2019,751,Murfreesboro,Non-Students with Disabilities,0,*,*
2019,760,Scott County,All Students,195,180,92.3
2019,760,Scott County,American Indian or Alaska Native,1,*,*
2019,760,Scott County,Asian,0,*,*
2019,760,Scott County,Black or African American,0,*,*
2019,760,Scott County,Black/Hispanic/Native American,3,*,*
2019,760,Scott County,Economically Disadvantaged,97,87,89.7
2019,760,Scott County,English Learners with Transitional 1-4,0,*,*
2019,760,Scott County,Female,101,95,94.1
2019,760,Scott County,Hispanic,2,*,*
2019,760,Scott County,Homeless,1,*,*
2019,760,Scott County,Male,94,85,90.4
2019,760,Scott County,Non-Black/Hispanic/Native American,192,177,92.2
2019,760,Scott County,Non-Economically Disadvantaged,98,93,94.9
2019,760,Scott County,Non-English Learners/Transitional 1-4,195,180,92.3
2019,760,Scott County,Non-Homeless,194,179,92.3
2019,760,Scott County,Non-Migrant,195,180,92.3
2019,760,Scott County,Non-Students with Disabilities,177,169,95.5
2019,760,Scott County,Students with Disabilities,18,11,61.1
2019,760,Scott County,White,192,177,92.2
2019,761,Oneida,All Students,85,**,**
2019,761,Oneida,Economically Disadvantaged,32,**,**
2019,761,Oneida,Female,37,**,**
2019,761,Oneida,Homeless,1,*,*
2019,761,Oneida,Male,48,**,**
2019,761,Oneida,Non-Black/Hispanic/Native American,85,**,**
2019,761,Oneida,Non-Economically Disadvantaged,53,**,**
2019,761,Oneida,Non-English Learners/Transitional 1-4,85,**,**
2019,761,Oneida,Non-Homeless,84,**,**
2019,761,Oneida,Non-Migrant,85,**,**
2019,761,Oneida,Non-Students with Disabilities,75,**,**
2019,761,Oneida,Students with Disabilities,10,**,**
2019,761,Oneida,White,85,**,**
2019,770,Sequatchie County,All Students,171,153,89.5
2019,770,Sequatchie County,American Indian or Alaska Native,1,*,*
2019,770,Sequatchie County,Asian,0,*,*
2019,770,Sequatchie County,Black/Hispanic/Native American,8,*,*
2019,770,Sequatchie County,Economically Disadvantaged,81,68,84
2019,770,Sequatchie County,Female,78,70,89.7
2019,770,Sequatchie County,Hispanic,7,*,*
2019,770,Sequatchie County,Homeless,11,**,**
2019,770,Sequatchie County,Male,93,83,89.2
2019,770,Sequatchie County,Non-Black/Hispanic/Native American,163,145,89
2019,770,Sequatchie County,Non-Economically Disadvantaged,90,85,94.4
2019,770,Sequatchie County,Non-English Learners/Transitional 1-4,171,153,89.5
2019,770,Sequatchie County,Non-Homeless,160,142,88.8
2019,770,Sequatchie County,Non-Migrant,171,153,89.5
2019,770,Sequatchie County,Non-Students with Disabilities,146,135,92.5
2019,770,Sequatchie County,Students with Disabilities,25,18,72
2019,770,Sequatchie County,White,163,145,89
2019,780,Sevier County,All Students,1084,990,91.3
2019,780,Sevier County,American Indian or Alaska Native,3,*,*
2019,780,Sevier County,Asian,24,23,95.8
2019,780,Sevier County,Black or African American,24,**,**
2019,780,Sevier County,Black/Hispanic/Native American,129,116,89.9
2019,780,Sevier County,Economically Disadvantaged,382,338,88.5
2019,780,Sevier County,English Learners with Transitional 1-4,53,44,83
2019,780,Sevier County,Female,527,484,91.8
2019,780,Sevier County,Hispanic,102,90,88.2
2019,780,Sevier County,Homeless,45,38,84.4
2019,780,Sevier County,Male,557,506,90.8
2019,780,Sevier County,Native Hawaiian or Other Pacific Islander,0,*,*
2019,780,Sevier County,Non-Black/Hispanic/Native American,955,874,91.5
2019,780,Sevier County,Non-Economically Disadvantaged,702,652,92.9
2019,780,Sevier County,Non-English Learners/Transitional 1-4,1031,946,91.8
2019,780,Sevier County,Non-Homeless,1039,952,91.6
2019,780,Sevier County,Non-Migrant,1084,990,91.3
2019,780,Sevier County,Non-Students with Disabilities,969,906,93.5
2019,780,Sevier County,Students with Disabilities,115,84,73
2019,780,Sevier County,White,931,851,91.4
2019,792,Shelby County,All Students,7906,6267,79.3
2019,792,Shelby County,American Indian or Alaska Native,7,*,*
2019,792,Shelby County,Asian,151,138,91.4
2019,792,Shelby County,Black or African American,6248,5018,80.3
2019,792,Shelby County,Black/Hispanic/Native American,7249,5730,79
2019,792,Shelby County,Economically Disadvantaged,4636,3538,76.3
2019,792,Shelby County,English Learners with Transitional 1-4,490,293,59.8
2019,792,Shelby County,Female,3853,3261,84.6
2019,792,Shelby County,Hispanic,994,708,71.2
2019,792,Shelby County,Homeless,167,104,62.3
2019,792,Shelby County,Male,4053,3006,74.2
2019,792,Shelby County,Migrant,1,*,*
2019,792,Shelby County,Native Hawaiian or Other Pacific Islander,5,*,*
2019,792,Shelby County,Non-Black/Hispanic/Native American,657,537,81.7
2019,792,Shelby County,Non-Economically Disadvantaged,3270,2729,83.5
2019,792,Shelby County,Non-English Learners/Transitional 1-4,7416,5974,80.6
2019,792,Shelby County,Non-Homeless,7739,6163,79.6
2019,792,Shelby County,Non-Migrant,7905,6266,79.3
2019,792,Shelby County,Non-Students with Disabilities,6796,5585,82.2
2019,792,Shelby County,Students with Disabilities,1110,682,61.4
2019,792,Shelby County,White,501,394,78.6
2019,793,Arlington,All Students,512,498,97.3
2019,793,Arlington,American Indian or Alaska Native,2,*,*
2019,793,Arlington,Asian,21,**,**
2019,793,Arlington,Black or African American,86,82,95.3
2019,793,Arlington,Black/Hispanic/Native American,117,111,94.9
2019,793,Arlington,Economically Disadvantaged,51,46,90.2
2019,793,Arlington,English Learners with Transitional 1-4,12,11,91.7
2019,793,Arlington,Female,250,244,97.6
2019,793,Arlington,Hispanic,29,27,93.1
2019,793,Arlington,Homeless,1,*,*
2019,793,Arlington,Male,262,254,96.9
2019,793,Arlington,Native Hawaiian or Other Pacific Islander,1,*,*
2019,793,Arlington,Non-Black/Hispanic/Native American,395,387,98
2019,793,Arlington,Non-Economically Disadvantaged,461,452,98
2019,793,Arlington,Non-English Learners/Transitional 1-4,500,487,97.4
2019,793,Arlington,Non-Homeless,511,498,97.5
2019,793,Arlington,Non-Migrant,512,498,97.3
2019,793,Arlington,Non-Students with Disabilities,469,460,98.1
2019,793,Arlington,Students with Disabilities,43,38,88.4
2019,793,Arlington,White,373,365,97.9
2019,794,Bartlett,All Students,605,593,98
2019,794,Bartlett,American Indian or Alaska Native,2,*,*
2019,794,Bartlett,Asian,28,**,**
2019,794,Bartlett,Black or African American,206,202,98.1
2019,794,Bartlett,Black/Hispanic/Native American,232,228,98.3
2019,794,Bartlett,Economically Disadvantaged,127,122,96.1
2019,794,Bartlett,English Learners with Transitional 1-4,8,*,*
2019,794,Bartlett,Female,293,288,98.3
2019,794,Bartlett,Hispanic,24,**,**
2019,794,Bartlett,Homeless,2,*,*
2019,794,Bartlett,Male,312,305,97.8
2019,794,Bartlett,Native Hawaiian or Other Pacific Islander,7,*,*
2019,794,Bartlett,Non-Black/Hispanic/Native American,373,365,97.9
2019,794,Bartlett,Non-Economically Disadvantaged,478,471,98.5
2019,794,Bartlett,Non-English Learners/Transitional 1-4,597,585,98
2019,794,Bartlett,Non-Homeless,603,591,98
2019,794,Bartlett,Non-Migrant,605,593,98
2019,794,Bartlett,Non-Students with Disabilities,538,**,**
2019,794,Bartlett,Students with Disabilities,67,60,89.6
2019,794,Bartlett,White,338,330,97.6
2019,795,Collierville,All Students,647,615,95.1
2019,795,Collierville,American Indian or Alaska Native,4,*,*
2019,795,Collierville,Asian,61,57,93.4
2019,795,Collierville,Black or African American,132,116,87.9
2019,795,Collierville,Black/Hispanic/Native American,175,157,89.7
2019,795,Collierville,Economically Disadvantaged,58,48,82.8
2019,795,Collierville,English Learners with Transitional 1-4,9,*,*
2019,795,Collierville,Female,323,310,96
2019,795,Collierville,Hispanic,39,37,94.9
2019,795,Collierville,Homeless,1,*,*
2019,795,Collierville,Male,324,305,94.1
2019,795,Collierville,Native Hawaiian or Other Pacific Islander,1,*,*
2019,795,Collierville,Non-Black/Hispanic/Native American,472,458,97
2019,795,Collierville,Non-Economically Disadvantaged,589,567,96.3
2019,795,Collierville,Non-English Learners/Transitional 1-4,638,608,95.3
2019,795,Collierville,Non-Homeless,646,614,95
2019,795,Collierville,Non-Migrant,647,615,95.1
2019,795,Collierville,Non-Students with Disabilities,550,540,98.2
2019,795,Collierville,Students with Disabilities,97,75,77.3
2019,795,Collierville,White,410,400,97.6
2019,796,Germantown,All Students,433,413,95.4
2019,796,Germantown,American Indian or Alaska Native,1,*,*
2019,796,Germantown,Asian,43,39,90.7
2019,796,Germantown,Black or African American,50,48,96
2019,796,Germantown,Black/Hispanic/Native American,72,70,97.2
2019,796,Germantown,Economically Disadvantaged,25,21,84
2019,796,Germantown,English Learners with Transitional 1-4,10,7,70
2019,796,Germantown,Female,215,206,95.8
2019,796,Germantown,Hispanic,21,**,**
2019,796,Germantown,Homeless,1,*,*
2019,796,Germantown,Male,218,207,95
2019,796,Germantown,Native Hawaiian or Other Pacific Islander,1,*,*
2019,796,Germantown,Non-Black/Hispanic/Native American,361,343,95
2019,796,Germantown,Non-Economically Disadvantaged,408,392,96.1
2019,796,Germantown,Non-English Learners/Transitional 1-4,423,406,96
2019,796,Germantown,Non-Homeless,432,412,95.4
2019,796,Germantown,Non-Migrant,433,413,95.4
2019,796,Germantown,Non-Students with Disabilities,400,390,97.5
2019,796,Germantown,Students with Disabilities,33,23,69.7
2019,796,Germantown,White,317,303,95.6
2019,798,Millington Municipal Schools,All Students,226,209,92.5
2019,798,Millington Municipal Schools,American Indian or Alaska Native,5,*,*
2019,798,Millington Municipal Schools,Asian,3,*,*
2019,798,Millington Municipal Schools,Black or African American,107,97,90.7
2019,798,Millington Municipal Schools,Black/Hispanic/Native American,134,123,91.8
2019,798,Millington Municipal Schools,Economically Disadvantaged,113,101,89.4
2019,798,Millington Municipal Schools,English Learners with Transitional 1-4,3,*,*
2019,798,Millington Municipal Schools,Female,103,94,91.3
2019,798,Millington Municipal Schools,Hispanic,22,**,**
2019,798,Millington Municipal Schools,Homeless,3,*,*
2019,798,Millington Municipal Schools,Male,123,115,93.5
2019,798,Millington Municipal Schools,Non-Black/Hispanic/Native American,92,86,93.5
2019,798,Millington Municipal Schools,Non-Economically Disadvantaged,113,108,95.6
2019,798,Millington Municipal Schools,Non-English Learners/Transitional 1-4,223,206,92.4
2019,798,Millington Municipal Schools,Non-Homeless,223,207,92.8
2019,798,Millington Municipal Schools,Non-Migrant,226,209,92.5
2019,798,Millington Municipal Schools,Non-Students with Disabilities,183,177,96.7
2019,798,Millington Municipal Schools,Students with Disabilities,43,32,74.4
2019,798,Millington Municipal Schools,White,89,83,93.3
2019,800,Smith County,All Students,245,227,92.7
2019,800,Smith County,American Indian or Alaska Native,1,*,*
2019,800,Smith County,Black or African American,10,**,**
2019,800,Smith County,Black/Hispanic/Native American,18,**,**
2019,800,Smith County,Economically Disadvantaged,91,80,87.9
2019,800,Smith County,Female,119,112,94.1
2019,800,Smith County,Hispanic,7,*,*
2019,800,Smith County,Homeless,5,*,*
2019,800,Smith County,Male,126,115,91.3
2019,800,Smith County,Migrant,1,*,*
2019,800,Smith County,Non-Black/Hispanic/Native American,227,209,92.1
2019,800,Smith County,Non-Economically Disadvantaged,154,147,95.5
2019,800,Smith County,Non-English Learners/Transitional 1-4,245,227,92.7
2019,800,Smith County,Non-Homeless,240,223,92.9
2019,800,Smith County,Non-Migrant,244,227,93
2019,800,Smith County,Non-Students with Disabilities,206,199,96.6
2019,800,Smith County,Students with Disabilities,39,28,71.8
2019,800,Smith County,White,227,209,92.1
2019,810,Stewart County,All Students,180,171,95
2019,810,Stewart County,American Indian or Alaska Native,2,*,*
2019,810,Stewart County,Asian,1,*,*
2019,810,Stewart County,Black or African American,4,*,*
2019,810,Stewart County,Black/Hispanic/Native American,10,**,**
2019,810,Stewart County,Economically Disadvantaged,57,52,91.2
2019,810,Stewart County,English Learners with Transitional 1-4,1,*,*
2019,810,Stewart County,Female,82,80,97.6
2019,810,Stewart County,Hispanic,4,*,*
2019,810,Stewart County,Homeless,6,*,*
