district_number,district,school_number,school_name,street_address_1,city,state,zipcode,phone1,phone2,countyname,year,principal,grades_served
796,Germantown,70,Dogwood Elementary School,8945 Dogwood RD,Germantown,TN,38139,(901) 756-2310,,Shelby County,2020,Jessica Woody,Grades PK-5
796,Germantown,100,Farmington Elementary School,2085 Cordes RD,Germantown,TN,38138,(901) 756-2320,,Shelby County,2020,Ashley Brasfield,Grades PK-5
796,Germantown,105,Forest Hill Elementary School,3366 Forest Hill Irene RD,Germantown,TN,38138,(901) 752-7900,,Shelby County,2020,Zachary Percoski,Grades PK-5
796,Germantown,109,Houston Middle School,9400 Wolf River BLVD,Germantown,TN,38139,(901) 756-2366,,Shelby County,2020,Liz Dias,Grades 6-8
796,Germantown,111,Houston High School,9755 Wolf River BLVD,Germantown,TN,38139,(901) 756-2370,,Shelby County,2020,John Taylor,Grades 9-12
796,Germantown,160,Riverdale Elementary School,7391 Neshoba RD,Germantown,TN,38138,(901) 756-2300,,Shelby County,2020,Joseph Bond,Grades PK-8
797,Lakeland,116,Lakeland Elementary School,10050 Oak Seed LN,Lakeland,TN,38002,(901) 867-7071,,Shelby County,2020,Joretha Lockhart,Grades PK-4
797,Lakeland,120,Lakeland Middle Preparatory School,5020 Lions Crest DR,Lakeland,TN,38002,(901) 867-5412,,Shelby County,2020,Matt Adler,Grades 5-8
798,Millington Municipal Schools,78,E.A. Harrold Elementary School,4943 West Union RD,Millington,TN,38053,(901) 873-8165,,Shelby County,2020,Patricia Speight,Grades PK-5
798,Millington Municipal Schools,123,Millington Elementary School,6445 William Osteen DR,Millington,TN,38053,(901) 873-8433,,Shelby County,2020,Kathy Wilson,Grades PK-5
798,Millington Municipal Schools,130,Millington Central High School,8050 West ST,Millington,TN,38053,(901) 873-8100,,Shelby County,2020,Dr. Clint Durley,Grades 9-12
798,Millington Municipal Schools,133,Millington Middle School,4964 Cuba Millington RD,Millington,TN,38053,(901) 873-8130,,Shelby County,2020,Selina Sparkman,Grades 6-8
800,Smith County,5,Carthage Elementary,149  Skyline  DR,Carthage,TN,37030,(615) 735-0433,,Smith County,2020,LaShae Johnson,Grades PK-4
800,Smith County,15,Defeated Elementary,451 Defeated Creek HWY,Carthage,TN,37030,(615) 774-3150,,Smith County,2020,Meranda Cook,Grades PK-8
800,Smith County,20,Forks River Elementary,611  Cookeville  HWY,Elmwood,TN,38560,(615) 897-2676,,Smith County,2020,Leslie Pope,Grades PK-8
800,Smith County,25,Gordonsville High School,110 Main Street East,Gordonsville,TN,38563,(615) 683-8245,,Smith County,2020,Johnny Shane Vaden,Grades 7-12
800,Smith County,30,Gordonsville Elementary School,104 Main Street East,Gordonsville,TN,38563,(615) 683-8252,,Smith County,2020,Rachel Kelley,Grades 3-6
800,Smith County,35,New Middleton Elementary,402 New Middleton HWY,Gordonsville,TN,38563,(615) 683-8411,,Smith County,2020,Shawn Frye,Grades PK-2
800,Smith County,45,Smith County High School,312 Fite AVE,Carthage,TN,37030,(615) 735-9219,,Smith County,2020,Dustin Whitaker,Grades 9-12
800,Smith County,51,Smith County Middle School,134 Smith County Middle School LN,Carthage,TN,37030,(615) 735-8277,,Smith County,2020,Kelly Bell,Grades 4-8
800,Smith County,60,Union Heights Elementary,663  Lebanon  HWY,Carthage,TN,37030,(615) 735-1975,,Smith County,2020,Wendolyn Kittrell,Grades PK-8
810,Stewart County,10,Stewart County Middle School,723 Spring ST,Dover,TN,37058,(931) 232-9112,,Stewart County,2020,Donna Gillum,Grades 6-8
810,Stewart County,15,Dover Elementary,115 Dr. Robert H. Lee,Dover,TN,37058,(931) 232-5442,,Stewart County,2020,Bryan Saunders,Grades PK-5
810,Stewart County,17,North Stewart Elementary,2201  Hwy  79,Big Rock,TN,37023,(931) 232-5505,,Stewart County,2020,Debbie Grasty,Grades PK-5
810,Stewart County,25,Stewart Co High School,120 Robertson Hill RD,Dover,TN,37058,(931) 232-5179,,Stewart County,2020,Ben Duncan,Grades 9-12
810,Stewart County,40,Stewart County Adult High School,120 Robertson Hill RD,Dover,TN,37058,(931) 232-5179,,Stewart County,2020,Ben Duncan,Grades 9-12
810,Stewart County,7001,Highland Rim Head Start,500 Williams RD,Big Rock,TN,37023,(931) 289-4135,(931) 289-4135,Stewart County,2020,Sharon Davis,Grades PK-PK
820,Sullivan County,25,Blountville Elementary,155  School  AVE,Blountville,TN,37617,(423) 354-1650,,Sullivan County,2020,Becky Olinger,Grades PK-4
820,Sullivan County,30,Blountville Middle School,1651 Blountville BLVD,Blountville,TN,37617,(423) 354-1600,,Sullivan County,2020,Becky Olinger,Grades 5-8
820,Sullivan County,35,Bluff City Elementary,P O Box 280 DR,Bluff City,TN,37618,(423) 354-1825,,Sullivan County,2020,Cathy Nester,Grades PK-5
820,Sullivan County,40,Bluff City Middle School,P O Box 100 ST,Bluff City,TN,37618,(423) 354-1801,,Sullivan County,2020,Greg Stallcup,Grades 6-8
820,Sullivan County,55,Central Heights Elementary,158 Central Heights RD,Blountville,TN,37617,(423) 354-1575,,Sullivan County,2020,Angie Baker,Grades PK-5
820,Sullivan County,60,Sullivan Central High School,131  Shipley  Ferry RD,Blountville,TN,37617,(423) 354-1200,,Sullivan County,2020,Mark Foster,Grades 9-12
820,Sullivan County,75,Colonial Heights Middle,415 Lebanon RD,Kingsport,TN,37663,(423) 354-1360,,Sullivan County,2020,Bill Dunham,Grades 6-8
820,Sullivan County,80,Sullivan East High School,4180  Weaver  PIKE,Bluff City,TN,37618,(423) 354-1900,,Sullivan County,2020,Andy Hare,Grades 9-12
820,Sullivan County,85,Emmett Elementary,753  Emmett  RD,Bristol,TN,37620,(423) 354-1865,,Sullivan County,2020,Michele Murray,Grades PK-5
820,Sullivan County,95,Holston Elementary,2348  Hwy  75,Blountville,TN,37617,(423) 354-1550,,Sullivan County,2020,Lesley Fleenor,Grades PK-5
820,Sullivan County,100,Holston Middle School,2348  Hwy  75,Blountville,TN,37617,(423) 354-1500,,Sullivan County,2020,Jonathan Fields,Grades 6-8
820,Sullivan County,110,Holston Valley Middle School,1717  Bristol  Caverns HWY,Bristol,TN,37620,(423) 354-1880,,Sullivan County,2020,Kim Harvey,Grades 6-8
820,Sullivan County,115,Indian Springs Elementary,333  Hill  RD,Kingsport,TN,37664,(423) 354-1685,,Sullivan County,2020,Mark Pendleton,Grades PK-5
820,Sullivan County,150,Mary Hughes School,240  Austin  Springs RD,Piney Flats,TN,37686,(423) 354-1835,,Sullivan County,2020,Randy Gentry,Grades PK-8
820,Sullivan County,155,Miller Perry Elementary,904  Fordtown  RD,Kingsport,TN,37663,(423) 354-1760,,Sullivan County,2020,Mike Wilson,Grades PK-5
820,Sullivan County,170,Rock Springs Elementary,1238  Moreland  DR,Kingsport,TN,37664,(423) 354-1380,,Sullivan County,2020,Alesia Dinsmore,Grades PK-5
820,Sullivan County,175,Sullivan Gardens K-8,209 Rosemont AVE,Kingsport,TN,37660,(423) 354-1770,,Sullivan County,2020,Dr. Jamie Whitinger,Grades PK-8
820,Sullivan County,182,Sullivan North High School,2533  J  B Dennis Bypass,Kingsport,TN,37660,(423) 354-1400,,Sullivan County,2020,Josh Davis,Grades 9-12
820,Sullivan County,183,Sullivan South High School,1236  Moreland  DR,Kingsport,TN,37664,(423) 354-1300,,Sullivan County,2020,Philip Tate,Grades 9-12
820,Sullivan County,210,North Middle School,2533 John B. Denis By-Pass,Kingsport,TN,37660,(423) 354-1753,,Sullivan County,2020,Josh Davis,Grades 6-12
820,Sullivan County,215,Ketron Elementary School,3301 Bloomington PIKE,Kingsport,TN,37660,(423) 354-1715,,Sullivan County,2020,Sherri Devault,Grades PK-5
820,Sullivan County,220,Innovation Academy,2348 Hwy 75 HWY,Blountville,TN,37617,(423) 354-1731,,Sullivan County,2020,Dr. Jonathan Fields,Grades 6-12
820,Sullivan County,225,Sullivan East Middle School,4500 Weaver PIKE,Bluff City,TN,37618,(423) 354-1000,,Sullivan County,2020,,Grades 6-8
821,Bristol,5,Anderson Elementary,901 Ninth ST,Bristol,TN,37620,(423) 652-9267,,Sullivan County,2020,Dr. Ginger Christian,Grades PK-6
821,Bristol,7,Avoca Elementary,2440 Volunteer PKWY,Bristol,TN,37620,(423) 652-9445,,Sullivan County,2020,Dr. Vonda Beavers,Grades PK-6
821,Bristol,20,Fairmount Elementary,821 Virginia AVE,Bristol,TN,37620,(423) 652-9311,,Sullivan County,2020,Kelli Campbell,Grades PK-6
821,Bristol,25,Haynesfield Elementary,201 Bluff City HWY,Bristol,TN,37620,(423) 652-9292,,Sullivan County,2020,Dr Rachel Walk,Grades PK-6
821,Bristol,30,Holston View Elementary,1840 King College RD,Bristol,TN,37620,(423) 652-9470,,Sullivan County,2020,Dr. Kristie Coleman,Grades PK-6
821,Bristol,35,Vance Middle School,815 Edgemont,Bristol,TN,37620,(423) 652-9449,,Sullivan County,2020,Dr Amy Scott,Grades 7-8
821,Bristol,45,Tennessee High School,1112 Edgemont,Bristol,TN,37620,(423) 652-9494,,Sullivan County,2020,Kim Kirk,Grades 9-12
821,Bristol,50,Tennessee Online Public School,615 MLK Jr. BLVD,Bristol,TN,37620,(423) 652-9451,(423) 652-9451,Sullivan County,2020,Dr. Kari Eubanks,Grades 9-12
822,Kingsport,10,Dobyns - Bennett High School,1 Tribe Way,Kingsport,TN,37664,(423) 378-8400,,Sullivan County,2020,Dr.  Chris Hampton,Grades 9-12
822,Kingsport,15,Andrew Jackson Elementary School,600  Jackson  ST,Kingsport,TN,37660,(423) 378-2250,,Sullivan County,2020,Dr. Kyle Loudermilk,Grades PK-5
822,Kingsport,20,Thomas Jefferson Elementary School,2216 Westmoreland AVE,Kingsport,TN,37664,(423) 378-2270,,Sullivan County,2020,Dr. Stephanie Potter,Grades PK-5
822,Kingsport,25,Andrew Johnson Elementary School,1001  Ormond  DR,Kingsport,TN,37664,(423) 378-2300,,Sullivan County,2020,Mr. Stacy Edwards,Grades PK-5
822,Kingsport,28,John F. Kennedy Elementary School,1500 Woodland AVE,Kingsport,TN,37660,(423) 857-2700,,Sullivan County,2020,Dr. Janice Irvin,Grades PK-5
822,Kingsport,30,Abraham Lincoln Elementary School,1000 Summer ST,Kingsport,TN,37664,(423) 378-2360,,Sullivan County,2020,Suzanne Zahner,Grades PK-5
822,Kingsport,32,John Adams Elementary School,2727 Edinburgh Channel RD,Kingsport,TN,37664,(423) 378-1400,,Sullivan County,2020,Dr. Kelley Harrell,Grades PK-5
822,Kingsport,37,Palmer Early Learning Center,1609  Ft  Henry DR,Kingsport,TN,37664,(423) 378-2160,,Sullivan County,2020,Dr. Amy Doran,Grades PK-PK
822,Kingsport,40,Ross N. Robinson Middle School,1517  Jessee  ST,Kingsport,TN,37664,(423) 378-2200,,Sullivan County,2020,Dr. Jim Wernke,Grades 6-8
822,Kingsport,45,John Sevier Middle School,1200  Wateree  ST,Kingsport,TN,37660,(423) 378-2450,,Sullivan County,2020,Dr. Holly Flora,Grades 6-8
822,Kingsport,50,George Washington Elementary School,1100  Bellingham  DR,Kingsport,TN,37660,(423) 378-2480,,Sullivan County,2020,Heather Wolf,Grades PK-5
822,Kingsport,55,Theodore Roosevelt Elementary School,1051  Lake  ST,Kingsport,TN,37660,(423) 857-2600,,Sullivan County,2020,Dr. Kelli Seymour,Grades PK-5
830,Sumner County,3,Jack Anderson Elementary,250  Shutes  LN,Hendersonville,TN,37075,(615) 264-5830,,Sumner County,2020,Tressa Sanders,Grades KG-5
830,Sumner County,5,Beech Elementary,3120 Long Hollow PIKE,Hendersonville,TN,37075,(615) 824-2700,,Sumner County,2020,Bobby Elrod,Grades PK-5
830,Sumner County,7,Beech Sr High School,3126 Long  Hollow PIKE,Hendersonville,TN,37075,(615) 824-6200,,Sumner County,2020,Kenneth Powell,Grades 9-12
830,Sumner County,10,Bethpage Elementary,420 Old Highway 31 E,Bethpage,TN,37022,(615) 841-3212,,Sumner County,2020,David Woodard,Grades KG-5
830,Sumner County,15,Robert E Ellis Middle,100 Indian Lake RD,Hendersonville,TN,37075,(615) 264-6093,,Sumner County,2020,Adam Cripps,Grades 6-8
830,Sumner County,25,Gallatin Senior High School,700 Dan P. Herron DR,Gallatin,TN,37066,(615) 452-2621,,Sumner County,2020,Dr. Ron Becker,Grades 9-12
830,Sumner County,30,Guild Elementary,1018 South Water ST,Gallatin,TN,37066,(615) 452-5583,,Sumner County,2020,Mel Sawyers,Grades PK-5
830,Sumner County,35,Gene W. Brown Elementary,174 Imperial BLVD,Hendersonville,TN,37075,(615) 824-8633,,Sumner County,2020,Keith Parrack,Grades KG-5
830,Sumner County,40,Hendersonville High School,123  Cherokee  RD,Hendersonville,TN,37075,(615) 824-6162,,Sumner County,2020,Bob Cotter,Grades 9-12
830,Sumner County,50,Howard Elementary,805 Long Hollow PIKE,Gallatin,TN,37066,(615) 452-3025,,Sumner County,2020,Cindy Swafford,Grades PK-5
830,Sumner County,51,T. W. Hunter Middle School,2101 New Hope RD,Hendersonville,TN,37075,(615) 822-4720,,Sumner County,2020,Eric Bowman,Grades 6-8
830,Sumner County,52,Indian Lake Elementary,505  Indian  Lake RD,Hendersonville,TN,37075,(615) 824-6810,,Sumner County,2020,Ondie Mitchell,Grades KG-5
830,Sumner County,53,Merrol Hyde Magnet School,128  Township  DR,Hendersonville,TN,37075,(615) 264-6543,,Sumner County,2020,Darren Frank,Grades KG-12
830,Sumner County,54,J W Wiseman Elementary,922 South Broadway,Portland,TN,37148,(615) 325-8580,,Sumner County,2020,Sabrina McClard,Grades PK-5
830,Sumner County,55,Lakeside Park Elementary,204  Dolphus  DR,Hendersonville,TN,37075,(615) 824-5151,,Sumner County,2020,Racheal Mason,Grades PK-5
830,Sumner County,56,Station Camp Middle School,281 Big Station Camp BLVD,Gallatin,TN,37066,(615) 206-0116,,Sumner County,2020,Brian Smith,Grades 6-8
830,Sumner County,57,Madison Creek Elementary,1040  Madison  Creek RD,Goodlettsville,TN,37072,(615) 859-4991,,Sumner County,2020,Jon Duncan,Grades PK-5
830,Sumner County,60,Millersville Elementary,1248  Louisville  HWY,Goodlettsville,TN,37072,(615) 859-1439,,Sumner County,2020,Tracey Carson,Grades PK-5
830,Sumner County,65,Nannie Berry Elementary,138 Indian Lake RD,Hendersonville,TN,37075,(615) 822-3123,,Sumner County,2020,Justin Thomas,Grades PK-5
830,Sumner County,70,Watt Hardison Elementary,300  Gibson  ST,Portland,TN,37148,(615) 325-3233,,Sumner County,2020,Phyllis Gilman,Grades KG-5
830,Sumner County,75,North Sumner Elementary,1485 North Sumner RD,Bethpage,TN,37022,(615) 888-2281,,Sumner County,2020,Terry Herndon,Grades KG-5
830,Sumner County,80,Oakmont Elementary,3323  Highway  76,Cottontown,TN,37048,(615) 325-5313,,Sumner County,2020,Bryant Brewer,Grades KG-5
830,Sumner County,85,Portland High School,600  College  ST,Portland,TN,37148,(615) 325-9201,,Sumner County,2020,David Woods,Grades 9-12
830,Sumner County,90,Portland East Middle School,604 South Broadway,Portland,TN,37148,(615) 325-4146,,Sumner County,2020,Jackson Howell,Grades 6-8
830,Sumner County,93,E B Wilson,695 E Main St RD,Gallatin,TN,37066,(615) 451-5418,,Sumner County,2020,Tanya Coleman,Grades PK-12
830,Sumner County,95,Clyde Riggs Elementary,211 Fountain Head RD,Portland,TN,37148,(615) 325-2391,,Sumner County,2020,Terry Darnell,Grades KG-5
830,Sumner County,97,Joe Shafer Middle School,240 Albert Gallatin BLVD,Gallatin,TN,37066,(615) 452-9100,,Sumner County,2020,David Hallman,Grades 6-8
830,Sumner County,100,Rucker Stewart Middle,350  Hancock  ST,Gallatin,TN,37066,(615) 452-1734,,Sumner County,2020,Pamela Harrison,Grades 6-8
830,Sumner County,101,Station Camp Elementary,1020 Bison TRL,Gallatin,TN,37066,(615) 230-0387,,Sumner County,2020,Dr. Phillip Holt,Grades PK-5
830,Sumner County,102,Station Camp High School,1040 Bison TRL,Gallatin,TN,37066,(615) 451-6551,,Sumner County,2020,Art Crook,Grades 9-12
830,Sumner County,104,Benny C. Bills Elementary School,1030 Union School RD,Gallatin,TN,37066,(615) 451-6577,,Sumner County,2020,Kathy Vinson,Grades PK-5
830,Sumner County,105,Union Elementary School,516  Carson  ST,Gallatin,TN,37066,(615) 452-0737,,Sumner County,2020,Lance Taylor,Grades PK-5
830,Sumner County,107,V G Hawkins Middle School,487 A. Walton Ferry RD,Hendersonville,TN,37075,(615) 824-3456,,Sumner County,2020,Mitch Flood,Grades 6-8
830,Sumner County,109,Vena Stuart Elementary,780  Hart  ST,Gallatin,TN,37066,(615) 452-1486,,Sumner County,2020,Jessica Thurman,Grades PK-5
830,Sumner County,110,R T Fisher Alternative,455 North Boyers,Gallatin,TN,37066,(615) 451-6558,,Sumner County,2020,Bob Gideon,Grades 2-12
830,Sumner County,112,Walton Ferry Elementary,732 Walton Ferry RD,Hendersonville,TN,37075,(615) 824-3217,,Sumner County,2020,Bertie Allgood,Grades PK-5
830,Sumner County,113,George A Whitten Elementary,140  Scotch  ST,Hendersonville,TN,37075,(615) 824-3258,,Sumner County,2020,Rhonda Roach,Grades KG-5
830,Sumner County,115,Westmoreland Elementary,P. O. Box 9 DR,Westmoreland,TN,37186,(615) 644-2340,,Sumner County,2020,Dr. David Stafford,Grades PK-5
830,Sumner County,117,Westmoreland Middle School,4128 Hawkins DR,Westmoreland,TN,37186,(615) 644-3003,,Sumner County,2020,Danny Robinson,Grades 6-8
830,Sumner County,120,Westmoreland High School,P. O.box 119 DR,Westmoreland,TN,37186,(615) 644-2280,,Sumner County,2020,Rick Duffer,Grades 9-12
830,Sumner County,125,White House High School,508 Tyree Springs RD,White House,TN,37188,(615) 672-3761,,Sumner County,2020,Ann Miller,Grades 9-12
830,Sumner County,130,White House Middle School,2020 Highway 31 West,White House,TN,37188,(615) 672-4379,,Sumner County,2020,Mark Mills,Grades 5-8
830,Sumner County,135,Knox Doss Middle School at Drakes Creek,1338 Drakes Creek RD,Hendersonville,TN,37075,(615) 824-8383,,Sumner County,2020,Mike Hayes,Grades 6-8
830,Sumner County,140,Portland West Middle School,110 Nolan Private DR,Portland,TN,37148,(615) 325-8066,,Sumner County,2020,Cam MacLean,Grades 6-8
830,Sumner County,150,Harold B. Williams Elementary School,115 South Palmer Chapel RD,White House,TN,37188,(615) 672-6432,,Sumner County,2020,Jeff Wiit,Grades PK-4
830,Sumner County,152,Portland Gateview Elementary School,1098 Gateview DR,Portland,TN,37148,(615) 323-7638,,Sumner County,2020,Timberly Denning,Grades PK-5
830,Sumner County,155,Sumner County Middle College High School,1480 Nashville PIKE,Gallatin,TN,37066,(615) 230-3470,,Sumner County,2020,Betsy Hunter,Grades 11-12
830,Sumner County,160,Dr. William Burrus Elementary at Drakes Creek,1336 Dakes Creek RD,Hendersonville,TN,37075,(615) 338-7142,,Sumner County,2020,Dr. Mary Day Reynolds,Grades PK-5
830,Sumner County,1010,Sumner County Middle Technical College High School at Portla,604 South Broadway,Portland,TN,37148,(615) 745-3126,,Sumner County,2020,John Parker,Grades 11-12
840,Tipton County,2,Austin Peay Elementary School,474 Academic DR,Covington,TN,38019,(901) 475-5121,,Tipton County,2020,Jill McIntyre,Grades PK-5
840,Tipton County,4,Atoka Elementary School,870 Rosemark RD,Atoka,TN,38004,(901) 840-9525,,Tipton County,2020,Lisa Rose,Grades PK-5
840,Tipton County,7,Brighton Elementary,P. O. Box 89,Brighton,TN,38011,(901) 837-5860,,Tipton County,2020,Latoya Avery,Grades PK-5
840,Tipton County,11,Brighton High School,8045 Hwy  51 South,Brighton,TN,38011,(901) 837-5800,,Tipton County,2020,Dr. Brian Norton,Grades 9-12
840,Tipton County,12,Brighton Middle School,7785  Hwy  51 South,Brighton,TN,38011,(901) 837-5600,,Tipton County,2020,Sabrina Matthews,Grades 6-8
840,Tipton County,13,Crestview Middle School,201 Mark A. Walker BLVD,Covington,TN,38019,(901) 475-5900,,Tipton County,2020,Dr. Christopher Morris,Grades 6-8
840,Tipton County,14,Covington Integrated Arts Academy,760 Bert Johnston AVE,Covington,TN,38019,(901) 476-1444,,Tipton County,2020,Christy Ross,Grades PK-8
840,Tipton County,15,Covington High School,803 South College,Covington,TN,38019,(901) 475-5853,(901) 475-5850,Tipton County,2020,Mark McClain,Grades 9-12
840,Tipton County,17,Crestview Elementary,151 Mark A. Walker BLVD,Covington,TN,38019,(901) 475-5925,,Tipton County,2020,Anne Adams,Grades PK-5
840,Tipton County,20,Drummonds Elementary,P. O. Box 178 RD,Drummonds,TN,38023,(901) 837-5781,,Tipton County,2020,Patricia Mills,Grades PK-5
840,Tipton County,45,Munford Elementary,1200  McLaughlin  DR,Munford,TN,38058,(901) 837-5761,,Tipton County,2020,Varissa Smith Richardson,Grades PK-5
840,Tipton County,48,Munford Middle School,100  Education  AVE,Munford,TN,38058,(901) 837-1700,,Tipton County,2020,Kathryn Huffman,Grades 6-8
840,Tipton County,50,Munford High School,1080  McLaughlin  DR,Munford,TN,38058,(901) 837-5701,,Tipton County,2020,Courtney Fee,Grades 9-12
840,Tipton County,60,Tipton County Alternative Learning Center,800 Bert Johnston AVE,Covington,TN,38019,(901) 475-3502,,Tipton County,2020,Cetrice Bounds,Grades 1-12
850,Trousdale County,5,Trousdale Co Elementary,115 Lock Six RD,Hartsville,TN,37074,(615) 374-3752,,Trousdale County,2020,Demetrice Badru,Grades PK-6
850,Trousdale County,10,Trousdale Co High School,262 Mc Murry Blvd West,Hartsville,TN,37074,(615) 374-2201,,Trousdale County,2020,Teresa Dickerson,Grades 6-12
850,Trousdale County,15,Jim Satterfield Middle School,210 Damascus AVE,Hartsville,TN,37074,(615) 374-2748,,Trousdale County,2020,J Brim McCall,Grades 6-8
860,Unicoi County,5,Unicoi Co Middle School,600 South Mohawk DR,Erwin,TN,37650,(423) 743-1653,,Unicoi County,2020,Jordan Simmons,Grades 6-8
860,Unicoi County,15,Love Chapel Elementary,600 S. Mohawk DR,Erwin,TN,37650,(423) 743-1657,,Unicoi County,2020,Ben Evely,Grades KG-5
860,Unicoi County,25,Rock Creek Elementary,1121  E  Erwin RD,Erwin,TN,37650,(423) 743-1648,,Unicoi County,2020,DR. KEVIN GRAHAM,Grades PK-5
860,Unicoi County,30,Temple Hill Elementary,797 Old Highway RD,Erwin,TN,37650,(423) 743-1661,,Unicoi County,2020,JOHNATHAN KENNEY,Grades PK-5
860,Unicoi County,35,Unicoi Co High School,700 South Mohawk DR,Erwin,TN,37650,(423) 743-1632,,Unicoi County,2020,Chris Bogart,Grades 9-12
860,Unicoi County,40,Unicoi Elementary,404 Massachusetts AVE,Unicoi,TN,37692,(423) 743-1665,,Unicoi County,2020,Michael Riddell,Grades PK-5
860,Unicoi County,7001,Unicoi Community Learning Center,599 South Mohawk DR,Erwin,TN,37650,(423) 735-1216,,Unicoi County,2020,Sharon Slagle,Grades PK-PK
870,Union County,5,Big Ridge Elementary,3420  Hickory  Val RD,Maynardville,TN,37807,(865) 992-8687,,Union County,2020,Kim Turner,Grades PK-5
870,Union County,25,H Maynard Middle School,P. O. Box ST,Maynardville,TN,37807,(865) 992-1030,,Union County,2020,Greg Clay,Grades 6-9
870,Union County,35,Luttrell Elementary,241  Tazewell  PIKE,Luttrell,TN,37779,(865) 992-3441,,Union County,2020,Sonja Saylor,Grades PK-5
870,Union County,40,Maynardville Elementary,P O Box 339 ST,Maynardville,TN,37807,(865) 992-8391,,Union County,2020,Lisa Carter,Grades PK-9
870,Union County,45,Sharps Chapel Elementary,1550 Sharps Chapel RD,Sharps Chapel,TN,37866,(865) 278-3294,,Union County,2020,Roger Flatford,Grades PK-5
870,Union County,53,Union County Alternative Center,P. O. Box 607 LN,Maynardville,TN,37807,(865) 992-7747,,Union County,2020,Victor Price,Grades 9-12
870,Union County,55,Union County High School,150 Main ST,Maynardville,TN,37807,(865) 992-5232,,Union County,2020,Carmen Murphy,Grades 8-12
870,Union County,57,Paulette Elementary School,P. O. Box 999,Maynardville,TN,37807,(865) 745-0517,(865) 745-0517,Union County,2020,Mr. Jason Bailey,Grades PK-5
870,Union County,60,Tennessee Virtual Academy,P. O. Box 26,Maynardville,TN,37807,(855) 684-7168,,Union County,2020,Jennifer Havens,Grades KG-8
870,Union County,65,Elementary Middle Alternative,P. O. Box 10,Maynardville,TN,37807,(865) 745-0253,,Union County,2020,Laura Jones,Grades 3-9
870,Union County,70,Tennessee Virtual High School,PO Box 10,Maynardville,TN,37807,(865) 992-5466,,Union County,2020,,Grades 9-11
880,Van Buren County,30,Spencer Elementary,P.O. Box 218,Spencer,TN,38585,(931) 946-2171,,Van Buren County,2020,Donna Grissom,Grades PK-5
880,Van Buren County,35,Van Buren Co High School,P.O. Box 278,Spencer,TN,38585,(931) 946-2442,,Van Buren County,2020,Jamie Simmons,Grades 6-12
890,Warren County,10,Centertown Elementary,376 Warrior BLVD,McMinnville,TN,37110,(931) 259-4600,,Warren County,2020,Pam Cowan,Grades PK-8
890,Warren County,20,Dibrell Elementary,1759 Mike Muncey RD,McMinnville,TN,37110,(931) 259-4588,,Warren County,2020,Shelia Gann,Grades PK-8
890,Warren County,30,Eastside Elementary,2121 Old Rock Island RD,Rock Island,TN,38581,(931) 259-4611,,Warren County,2020,Carol Prater,Grades PK-8
890,Warren County,38,Hickory Creek School,270  Pioneer  LN,McMinnville,TN,37110,(931) 668-5100,,Warren County,2020,Mike Mansfield,Grades PK-5
890,Warren County,40,Irving College Elementary,115 Dry Creek RD,McMinnville,TN,37110,(931) 668-8693,,Warren County,2020,Rachel Graves,Grades PK-8
890,Warren County,50,Morrison Elementary,500 S Fair ST,Morrison,TN,37357,(931) 259-4617,,Warren County,2020,Kim Cantrell,Grades PK-8
890,Warren County,63,Bobby Ray Memorial,504 North Chancery ST,McMinnville,TN,37110,(931) 473-9006,,Warren County,2020,Monty Hillis,Grades PK-5
890,Warren County,72,Warren County Alternative Academy,421 N. Spring ST,McMinnville,TN,37110,(931) 473-8723,,Warren County,2020,Franklin Fisher,Grades 7-12
890,Warren County,75,Warren County Middle School,200  Caldwell  ST,McMinnville,TN,37110,(931) 473-6557,,Warren County,2020,Gerald Tidwell,Grades 6-8
890,Warren County,80,Warren County High School,199  Pioneer  LN,McMinnville,TN,37110,(931) 668-5858,,Warren County,2020,Mr. Clark George,Grades 9-12
890,Warren County,85,West Elementary,400  Clark  BLVD,McMinnville,TN,37110,(931) 473-3801,,Warren County,2020,Michelle Lewis,Grades PK-5
900,Washington County,5,Washington County Adult High School,2002 Indian  Ridge RD,Johnson City,TN,37601,(423) 434-4900,,Washington County,2020,Jamie Gray,Grades KG-12
900,Washington County,20,Boones Creek Elementary School,132 Highland Church RD,Johnson City,TN,37615,(423) 283-3500,,Washington County,2020,Jordan Littleton,Grades PK-8
900,Washington County,37,Daniel Boone High School,1440  Suncrest  DR,Gray,TN,37615,(423) 477-1600,,Washington County,2020,Tim Campbell,Grades 9-12
900,Washington County,38,David Crockett High School,684  Old  State Route 34,Jonesborough,TN,37659,(423) 753-1150,,Washington County,2020,Peggy Wright,Grades 9-12
900,Washington County,45,Fall Branch Elementary,1061 Highway  93,Fall Branch,TN,37659,(423) 348-1200,,Washington County,2020,Mark Merriman,Grades PK-8
900,Washington County,50,Grandview Elementary School,2891 Hwy 11E,Telford,TN,37690,(423) 257-7400,(423) 257-7400,Washington County,2020,Rachel Adams,Grades PK-8
900,Washington County,55,Gray Elementary School,755 Gray Station RD,Gray,TN,37615,(423) 477-1640,,Washington County,2020,Shannon Gray,Grades PK-8
900,Washington County,60,Jonesborough Elementary,306  Forest  DR,Jonesborough,TN,37659,(423) 753-1180,,Washington County,2020,Matthew Combs,Grades PK-4
900,Washington County,65,Jonesborough Middle School,308  Forest  DR,Jonesborough,TN,37659,(423) 753-1190,,Washington County,2020,Brandon McKee,Grades 5-8
